"objectid","stationid","sampledate","starttime","endtime","latitude","longitude","datum","fieldcrew","river_sitedescription","watershed","leftbankaccess","rightbankaccess","channeltype","sitetype","streamflowing","reachlength","wettedwidth_a","wettedwidth_b","wettedwidth_c","bankfullwidth_a","bankfullwidth_b","bankfullwidth_c","trashpickedup","numberoutfalls_18_24","numberoutfalls_25_36","numberoutfalls_37_48","numberoutfalls_greater48","trashatoutfalls","amountoftrash","homelessencampment","comments","globalid","created_user","created_date","last_edited_user","last_edited_date","login_email","login_project","login_year","login_agency","login_owner"
95,"902M20273","2019-06-12 00:00:00","12:00","12:20","33.40282000","-117.25509000","NAD83","DO/NC","Santa Margarita River","Santa Margarita","Hard","hard","Natural","Probabilistic","Yes","30.00000000","3.10000000","13.00000000","11.40000000","12.50000000","16.00000000","14.40000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<10","No","","{3FF66F2A-19ED-4E4B-86CE-F1F04918C6F1}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
96,"902WE0888","2019-06-11 00:00:00","10:30","10:40","33.45432000","-117.30237000","NAD83","DO/NC","De Luz Creek","Santa Margarita","Easy","Easy","Natural","Targeted","Yes","30.00000000","5.60000000","7.40000000","4.40000000","8.20000000","9.50000000","8.60000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<10","No","","{AF623C4B-9A41-4BD1-B88E-3CBD027B2040}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
97,"903M20280","2019-07-01 00:00:00","11:00","11:15","33.29599000","-117.21786000","NAD83","DO/NC","San Luis Rey River","San Luis Rey","Hard","hard","Natural","Probabilistic","Yes","30.00000000","5.10000000","2.20000000","4.40000000","8.60000000","11.90000000","9.40000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<10","No","","{728E6A8A-7C88-45C1-96C7-B29EDE78908D}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
98,"907M23385","2019-06-25 00:00:00","10:00","10:15","32.81300000","-117.07084000","NAD83","DO/NC","San Diego River","San Diego River","Hard","hard","Natural","Probabilistic","Yes","30.00000000","3.80000000","6.10000000","5.30000000","9.80000000","10.90000000","11.40000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<10","No","","{DACBD775-0D93-4784-A283-4123FD61636F}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
99,"907M23401","2019-06-13 00:00:00","11:30","11:45","32.83431000","-117.04649000","NAD83","DO/NC","San Diego River","San Diego River","Hard","hard","Natural","Probabilistic","Yes","30.00000000","2.40000000","2.60000000","3.60000000","9.90000000","13.10000000","10.80000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<10","No","","{EFCCF96B-54CF-4DA9-96DE-487456D70131}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
121,"909M24953","2019-04-30 00:00:00","09:45","10:00","32.80689000","-116.80173000","WGS84","John Rudolph, Bill Isham","North Fork Sweetwater River","San Diego","Hard","Hard","Natural","Probabilistic","Yes","30.00000000","2.10000000","1.10000000","1.50000000","3.20000000","2.30000000","2.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","No","NA","No","","{A90992AB-785F-41F6-95C9-B078DDFE858B}","checker","2020-02-21 11:43:55","checker","2020-02-21 11:43:55","pauls@sccwrp.org","SMC","2019","AMEC","SDCDPW"
100,"SMC01640","2019-07-08 00:00:00","09:00","09:10","34.15388000","-118.69671000","NAD83","DO/NC","Las Virgenes Creek","Santa Monica Bay","Moderate","Moderate","Concrete","Targeted","Yes","30.00000000","2.40000000","2.00000000","2.20000000","7.20000000","7.20000000","7.20000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<10","No","","{A2D8A5AF-6BEB-438C-AE74-AF6CD512DBC4}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
101,"SMC01384","2019-07-08 00:00:00","13:30","13:50","34.06460000","-118.70091000","NAD83","DO/NC","Malibu Creek","Santa Monica Bay","Hard","hard","Natural","Targeted","Yes","30.00000000","8.40000000","3.20000000","16.70000000","18.00000000","21.00000000","19.20000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<10","No","","{DDD42F32-A45B-4A3A-BA22-AE8FF9AEC09C}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
102,"404M07376","2019-07-09 00:00:00","15:10","15:25","34.08211000","-118.69048000","NAD83","DO/NC","Cold Creek","Santa Monica Bay","Moderate","Moderate","Natural","Probabilistic","Yes","30.00000000","3.30000000","3.60000000","2.40000000","6.00000000","5.60000000","6.20000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<10","No","","{87654BF2-517E-4EBE-B22E-2AC73F068B1D}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
103,"404M07375","2019-05-14 00:00:00","12:00","12:15","34.09049000","-118.66854000","NAD83","DO/NC","Cold Creek Tributary","Santa Monica Bay","Moderate","Moderate","Natural","Probabilistic","Yes","30.00000000","0.70000000","1.30000000","1.50000000","2.10000000","1.60000000","2.60000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<10","No","","{D9B94E7E-1529-474E-8B66-DD44159DDF9B}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
104,"404M07372","2019-07-09 00:00:00","10:40","11:00","34.13727000","-118.75703000","NAD83","DO/NC","Medea Creek","Santa Monica Bay","Moderate","Moderate","Natural","Probabilistic","Yes","30.00000000","3.10000000","6.80000000","7.00000000","9.10000000","14.00000000","16.50000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<50","No","","{032B8D53-A80C-429A-B93C-627841EC941A}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
105,"403M05844","2019-06-20 00:00:00","08:45","09:00","34.59379000","-118.56245000","NAD83","DO/NC","Elizibeth Canyon","Santa Clara","Hard","hard","Natural","Probabilistic","Yes","30.00000000","2.90000000","2.60000000","2.00000000","6.50000000","6.10000000","6.20000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<50","No","","{A6E298BA-0B4F-4955-B5E5-98C983786485}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
106,"403M05832","2019-06-27 00:00:00","09:00","09:15","34.55060000","-118.50896000","NAD83","DO/NC","San Francisquito Creek","Santa Clara","Hard","hard","Natural","Probabilistic","Yes","30.00000000","1.70000000","2.00000000","2.40000000","3.00000000","8.20000000","4.90000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","<10","No","","{A2F1D74A-FCE8-4436-A446-AD6533427FD8}","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","SMC","2019","WestonSolu","Southern California Coastal Water Research Project"
107,"412M08641","2019-07-09 00:00:00","11:10","11:27","34.30389000","-118.06856300","WGS84","Karin Wisenbaker, Ken Franklin","Big Tujunga Creek","Los Angeles","Hard","Moderate","Earthen","Probabilistic","Yes","30.00000000","1.50000000","0.65000000","1.50000000","6.50000000","6.00000000","5.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{B8543975-557C-4481-B60E-BACC7A275C87}","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","SMC","2019","ABCL","LARWMP"
108,"SMC01808","2019-07-09 00:00:00","08:49","09:09","34.30945000","-118.07343000","WGS84","Karin Wisenbaker, Ken Franklin","Alder Creek","Los Angeles","Moderate","Hard","Natural","Probabilistic","Yes","30.00000000","1.52000000","2.65000000","1.10000000","7.00000000","9.50000000","9.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{8F6FF530-6045-4920-92FA-03F1BE2C2F76}","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","SMC","2019","ABCL","LARWMP"
109,"SMC01004","2019-07-15 00:00:00","10:30","10:45","34.15244000","-118.16672000","WGS84","Karin Wisenbaker, Ken Franklin","Arroyo Seco","Los Angeles","Hard","Hard","Concrete","Probabilistic","Yes","30.00000000","0.59000000","0.63000000","0.67000000","18.00000000","18.00000000","18.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{8068EAD4-E3AF-45D9-BC10-A6363702BDC5}","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","SMC","2019","ABCL","LARWMP"
110,"412CE0232","2019-07-15 00:00:00","12:50","13:05","34.15938000","-118.45802000","WGS84","Karin Wisenbaker, Ken Franklin","Los Angeles River","Los Angeles","Hard","Hard","Concrete","Probabilistic","Yes","30.00000000","10.00000000","10.00000000","10.00000000","12.50000000","12.50000000","12.50000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{71B2F5D0-F74F-4F4A-89F1-3B081E6A7D9D}","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","SMC","2019","ABCL","LARWMP"
111,"412M08645","2019-07-15 00:00:00","07:30","08:08","34.28724000","-118.50092000","WGS84","Karin Wisenbaker, Ken Franklin","Bull Creek","Los Angeles","Easy","Easy","Natural","Probabilistic","Yes","30.00000000","0.55000000","0.70000000","0.50000000","9.00000000","9.00000000","11.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{D16871B5-18C6-4FD3-9635-0A0D37C7D2A7}","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","SMC","2019","ABCL","LARWMP"
112,"412M08647","2019-07-16 00:00:00","08:30","08:48","34.27831000","-118.30437000","WGS84","Alexis Wallengren, Ken Franklin","Big Tujunga Creek","Los Angeles","Moderate","Moderate","Natural","Probabilistic","Yes","30.00000000","5.35000000","11.00000000","7.50000000","15.00000000","15.00000000","20.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{79C87771-1767-4A5F-99F5-667660E31432}","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","SMC","2019","ABCL","LARWMP"
113,"412M08646","2019-07-16 00:00:00","11:45","12:00","34.12796000","-118.08193000","WGS84","Alexis Wallengren, Ken Franklin","Eaton Wash","Los Angeles","Moderate","Moderate","Concrete","Probabilistic","Yes","30.00000000","1.40000000","1.40000000","1.40000000","9.00000000","9.00000000","9.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{4C85E663-4C76-4722-AB40-2FE107018980}","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","SMC","2019","ABCL","LARWMP"
114,"412WE0552","2019-07-23 00:00:00","09:17","09:25","34.23615000","-118.18108000","WGS84","Karin Wisenbaker, Ken Franklin","Arroyo Seco","Los Angeles","Easy","Easy","Natural","Probabilistic","Yes","30.00000000","2.85000000","2.80000000","3.35000000","10.00000000","8.00000000","9.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{C801F1DF-68AC-4EC0-A1A4-3702874A33D2}","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","SMC","2019","ABCL","LARWMP"
115,"SMC04204","2019-07-30 00:00:00","07:30","08:00","34.20335000","-118.01864000","WGS84","Alexis Wallengren, Ken Franklin, Karin Wisenbaker","Santa Anita Wash","Los Angeles","Moderate","Moderate","Natural","Probabilistic","Yes","30.00000000","2.68000000","3.75000000","2.80000000","7.00000000","6.00000000","7.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","Done in conjunction with Phab","{CE1A361B-8F6C-4C3A-AC6A-1CB36BA53434}","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","SMC","2019","ABCL","LARWMP"
116,"SMC00318","2019-08-07 00:00:00","12:20","13:10","33.81434000","-118.20541000","WGS84","Karin Wisenbaker","Los Angeles River","Los Angeles","Moderate","Moderate","Concrete","Probabilistic","Yes","30.00000000","8.00000000","8.00000000","8.50000000","100.00000000","100.00000000","100.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{A525130D-D050-4C72-B403-737B4DA64E1C}","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","SMC","2019","ABCL","LARWMP"
117,"907M23405","2019-05-20 00:00:00","11:30","11:50","33.86450000","-117.00968000","WGS84","John Rudolph, Bill Isham, Kate Buckley","Sycamore Creek","San Diego","Easy","Easy","Natural","Probabilistic","Yes","30.00000000","5.00000000","4.20000000","6.50000000","6.00000000","6.60000000","7.30000000","No","0.00000000","0.00000000","0.00000000","0.00000000","No","NA","No","","{DBDFAD98-5B0C-459B-98D6-49A154049E5A}","checker","2020-02-21 11:24:54","checker","2020-02-21 11:24:54","pauls@sccwrp.org","SMC","2019","AMEC","SDCDPW"
118,"909WE0662","2019-06-10 00:00:00","11:43","11:58","32.89982000","-116.58919000","WGS84","John Rudolph, Bill Isham, Kate Buckley","Sweetwater River","San Diego","Hard","Moderate","Natural","Probabilistic","Yes","30.00000000","2.00000000","2.40000000","2.30000000","2.50000000","3.40000000","4.30000000","No","0.00000000","0.00000000","0.00000000","0.00000000","No","NA","No","","{A99A3715-F8AF-44F8-AD36-E05048DB1D0A}","checker","2020-02-21 11:43:55","checker","2020-02-21 11:43:55","pauls@sccwrp.org","SMC","2019","AMEC","SDCDPW"
119,"909M24951","2019-04-30 00:00:00","11:30","11:45","32.77041000","-116.81395000","WGS84","John Rudolph, Bill Isham, Kate Buckley","Sweetwater River","San Diego","Hard","Moderate","Natural","Probabilistic","Yes","30.00000000","2.30000000","1.80000000","2.00000000","7.60000000","4.80000000","3.50000000","No","0.00000000","0.00000000","0.00000000","0.00000000","No","NA","No","Trash assessment was done on follow up visit on 5/1","{095CDC30-036F-4CF5-BEB6-28BA64144E0E}","checker","2020-02-21 11:43:55","checker","2020-02-21 11:43:55","pauls@sccwrp.org","SMC","2019","AMEC","SDCDPW"
120,"908M24952","2019-05-28 00:00:00","11:30","11:50","32.72433000","-117.07392000","WGS84","John Rudolph, Bill Isham","Chollas Creek","San Diego","Moderate","Moderate","Natural","Probabilistic","Yes","30.00000000","1.60000000","1.20000000","3.00000000","3.20000000","2.90000000","3.90000000","No","0.00000000","0.00000000","0.00000000","0.00000000","No","NA","No","","{AE8422A6-34A5-4FE1-9B7F-32235B4E2D63}","checker","2020-02-21 11:43:55","checker","2020-02-21 11:43:55","pauls@sccwrp.org","SMC","2019","AMEC","SDCDPW"
122,"SMC01097","2019-05-09 00:00:00","14:10","14:20","33.48670000","-117.25559000","WGS84","John Rudolph, Bill Isham, Kevin Stolzenbach","Sandia Creek","Santa Margarita","Easy","Easy","Natural","Probabilistic","Yes","30.00000000","1.90000000","6.20000000","4.30000000","4.50000000","9.00000000","10.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","No","NA","No","","{BDCF7545-C385-4741-ADDE-8485D12E0427}","checker","2020-02-21 11:45:50","checker","2020-02-21 11:45:50","pauls@sccwrp.org","SMC","2019","AMEC","RCFC"
123,"902M18909","2019-05-09 00:00:00","10:55","11:10","33.46585000","-117.19804000","WGS84","John Rudolph, Bill Isham, Kevin Stolzenbach","Unnamed Creek","Santa Margarita","Easy","Easy","Natural","Probabilistic","Yes","30.00000000","1.30000000","1.50000000","1.80000000","2.30000000","2.70000000","2.50000000","No","0.00000000","0.00000000","0.00000000","0.00000000","No","NA","No","","{8A078B45-B68B-4574-B0F1-38E64F31EE0D}","checker","2020-02-21 11:45:50","checker","2020-02-21 11:45:50","pauls@sccwrp.org","SMC","2019","AMEC","RCFC"
124,"905PS0026","2019-05-07 00:00:00","13:00","13:15","33.10547000","-116.86910000","WGS84","John Rudolph, Bill Isham, Tommy Arthur","Santa Ysabel Creek","San Diego","Moderate","Hard","Natural","Targeted","Yes","30.00000000","3.20000000","5.20000000","4.00000000","12.00000000","6.00000000","6.40000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","SMC trend site","{A09E95F9-E801-4858-A255-37E942F28BDB}","checker","2020-02-21 12:17:28","checker","2020-02-21 12:17:28","pauls@sccwrp.org","SMC","2019","AMEC","SDCDPW"
125,"906M21774","2019-05-07 00:00:00","10:50","11:10","32.93483000","-117.05934000","WGS84","John Rudolph, Bill Isham, Tommy Arthur","Beeler Canyon","San Diego","Moderate","Moderate","Natural","Probabilistic","Yes","30.00000000","3.60000000","2.60000000","1.80000000","10.00000000","10.50000000","40.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","SMC condition site","{B65B2865-7E7F-4B25-9D99-5F4761975A01}","checker","2020-02-21 12:17:28","checker","2020-02-21 12:17:28","pauls@sccwrp.org","SMC","2019","AMEC","SDCDPW"
126,"901M14145","2019-06-27 00:00:00","08:57","09:30","33.48685000","-117.48685000","WGS84","Karin Wisenbaker, Shelby Palasik","San Juan Creek","San Juan Creek","Moderate","Moderate","Concrete/Earthen","Probabilistic","Yes","30.00000000","13.50000000","9.85000000","9.50000000","40.00000000","40.00000000","40.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{068F7D49-B63B-4169-A51E-B077651088F8}","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","SMC","2019","ABCL","OCWMPU"
127,"SMC00206","2019-06-04 00:00:00","10:00","10:15","33.54453000","-117.65897000","WGS84","Alexis Wallengren, Shelby Palasik","Trabuco Creek","San Juan Creek","Hard","Hard","Natural","Probabilistic","Yes","30.00000000","3.00000000","3.00000000","3.50000000","4.00000000","3.50000000","4.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{28C3D8F6-8BBF-4A23-AD44-8156E5B0F4EB}","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","SMC","2019","ABCL","OCWMPU"
128,"901M14149","2019-05-29 00:00:00","12:40","12:45","33.56773000","-117.74763000","WGS84","Alexis Wallengren, Shelby Palasik","Wood Canyon","San Juan Creek","Easy","Easy","Natural","Probabilistic","Yes","30.00000000","1.30000000","1.60000000","2.10000000","5.00000000","5.00000000","5.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{3F7234F5-ADC5-4ED1-A30F-48481FD04146}","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","SMC","2019","ABCL","OCWMPU"
129,"SMC00873","2019-05-10 00:00:00","11:53","12:08","33.59667000","-117.62821000","WGS84","Karin Wisenbaker","Tijeras Creek","San Juan Creek","Moderate","Moderate","Natural","Probabilistic","Yes","100.00000000","5.50000000","7.50000000","5.00000000","11.00000000","9.00000000","12.50000000","No","0.00000000","0.00000000","1.00000000","0.00000000","No","NA","No","","{931A3D1F-D8F7-4146-BBC2-9C2072900BB0}","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","SMC","2019","ABCL","OCWMPU"
130,"SMC00702","2019-06-06 00:00:00","11:11","11:17","33.87835000","-118.00531000","WGS84","Alexis Wallengren, Shelby Palasik","Brea Creek","San Gabriel","Hard","Hard","Concrete","Probabilistic","Yes","30.00000000","2.40000000","2.50000000","2.25000000","14.00000000","14.00000000","14.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{023FA6AE-0404-40E6-93C7-2F31986F762B}","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","SMC","2019","ABCL","OCWMPU"
131,"SMC01726","2019-06-06 00:00:00","09:52","10:06","33.86403000","-117.98493000","WGS84","Alexis Wallengren, Shelby Palasik","Fullerton Creek","San Gabriel","Moderate","Moderate","Concrete","Probabilistic","Yes","30.00000000","2.20000000","2.20000000","3.15000000","5.00000000","5.00000000","5.00000000","No","0.00000000","1.00000000","0.00000000","0.00000000","Yes","<50","No","","{89B34961-AA8A-47E4-8C43-05BDD30F6ED5}","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","SMC","2019","ABCL","OCWMPU"
132,"845PS0011","2019-06-06 00:00:00","08:14","08:20","33.88018000","-117.89819000","WGS84","Alexis Wallengren, Shelby Palasik","Fullerton Creek","San Gabriel","Moderate","Moderate","Concrete","Probabilistic","Yes","30.00000000","2.85000000","2.30000000","2.20000000","6.00000000","6.00000000","6.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{4E148451-1804-482B-8B66-5B63D5D18D5E}","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","SMC","2019","ABCL","OCWMPU"
133,"801M12684","2019-06-04 00:00:00","11:55","12:24","33.75108000","-118.04110000","WGS84","Alexis Wallengren, Shelby Palasik","Anaheim-Barber City Channel","Anaheim Bay","Moderate","Moderate","Concrete","Probabilistic","Yes","30.00000000","3.10000000","3.00000000","3.20000000","22.00000000","22.00000000","22.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{84D6BF2E-6166-43AC-A917-6A7D26D75273}","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","SMC","2019","ABCL","OCWMPU"
134,"SMC00105","2019-05-10 00:00:00","08:35","08:52","33.74718000","-117.58386000","WGS84","Karin Wisenbaker","Silverado Creek","Santa Ana","Moderate","Hard","Natural","Probabilistic","Yes","100.00000000","0.70000000","1.60000000","2.50000000","4.00000000","5.50000000","5.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","NA","","{EBD6C404-DAFB-4EA5-A189-09365A9694DE}","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","SMC","2019","ABCL","OCWMPU"
135,"801M12678","2019-04-25 00:00:00","09:45","10:00","33.79482000","-117.70491000","WGS84","Alexis Wallengren","Fremont Canyon","Santa Ana","Hard","Hard","Natural","Probabilistic","Yes","30.00000000","1.80000000","1.28000000","1.10000000","7.00000000","8.50000000","8.50000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{6C530CCC-B91E-4963-B5E2-DF5ABA32CDA6}","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","SMC","2019","ABCL","OCWMPU"
136,"801M12675","2019-04-23 00:00:00","14:03","14:28","33.81262000","-117.85842000","WGS84","Karin Wisenbaker","Collins Channel","Santa Ana","Hard","Hard","Earthen","Probabilistic","Yes","30.00000000","2.20000000","1.50000000","2.20000000","5.50000000","5.50000000","5.50000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{0991A9E2-8CD7-48ED-A090-23BA26B79891}","checker","2020-02-25 11:01:33","checker","2020-02-25 11:01:33","pauls@sccwrp.org","SMC","2019","ABCL","OCWMPU"
137,"SMC00544","2019-06-27 00:00:00","00:00","00:01","34.14747000","-117.74081000","WGS84","Karin Wisenbaker, Shelby Palasik","Marshall Canyon","San Gabriel","Hard","Moderate","Natural","Probabilistic","Yes","30.00000000","1.10000000","1.00000000","0.60000000","8.00000000","7.50000000","9.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{FA381273-6841-4060-910E-AC31F5AC15F6}","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","SMC","2019","ABCL","SGRRMP"
138,"SMC00608","2019-07-22 00:00:00","08:15","08:20","34.12336000","-117.90224000","WGS84","Alexis Wallengren, Shelby Palasik","Little Dalton Wash","San Gabriel","Moderate","Moderate","Concrete","Probabilistic","Yes","30.00000000","7.50000000","7.50000000","7.50000000","7.50000000","7.50000000","7.50000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{412B41E8-CBC1-4C14-8BFB-B74B8FE5B78A}","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","SMC","2019","ABCL","SGRRMP"
139,"SMC20032","2019-07-22 00:00:00","11:30","11:35","33.87493000","-118.10712000","WGS84","Alexis Wallengren, Shelby Palasik","San Gabriel River","San Gabriel","Easy","Easy","Concrete","Probabilistic","Yes","30.00000000","4.75000000","4.75000000","4.75000000","30.00000000","30.00000000","30.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{1DC9FC85-0BCC-449B-9A91-CCCF3EE0C67E}","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","SMC","2019","ABCL","SGRRMP"
140,"SMC12862","2019-07-22 00:00:00","13:30","13:40","33.92077000","-118.11153000","WGS84","Alexis Wallengren, Shelby Palasik","San Gabriel River","San Gabriel","Easy","Easy","Concrete","Probabilistic","Yes","30.00000000","2.30000000","3.25000000","3.25000000","40.00000000","40.00000000","40.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{0C0767D6-C714-4A13-8FA1-5E9E871528A4}","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","SMC","2019","ABCL","SGRRMP"
141,"SMC03280","2019-07-24 00:00:00","11:10","11:35","34.25432000","-117.85785000","WGS84","Karin Wisenbaker, Shelby Palasik","N. Fork San Gabriel River","San Gabriel","Moderate","Easy","Natural","Probabilistic","Yes","30.00000000","4.50000000","2.85000000","3.50000000","7.00000000","5.00000000","6.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{DD2429E8-F00E-43CA-9E4F-99DC305F5B3B}","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","SMC","2019","ABCL","SGRRMP"
142,"SMC03216","2019-07-24 00:00:00","08:00","08:35","34.27999000","-117.84180000","WGS84","Karin Wisenbaker, Shelby Palasik","N. Fork San Gabriel River","San Gabriel","Moderate","Hard","Natural","Probabilistic","Yes","30.00000000","4.40000000","5.00000000","6.50000000","14.00000000","10.00000000","16.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{66C1122E-D4FB-40E3-9D9D-8124B2A8C890}","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","SMC","2019","ABCL","SGRRMP"
143,"405CE0280","2019-08-05 00:00:00","08:40","08:45","34.23200000","-117.74850000","WGS84","Alexis Wallengren, Shelby Palasik","Cattle Canyon","San Gabriel","Hard","Hard","Natural","Probabilistic","Yes","30.00000000","4.15000000","1.75000000","4.10000000","5.00000000","11.00000000","10.50000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{CBF178BB-FEFA-459D-8A1F-79797DD3B3E2}","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","SMC","2019","ABCL","SGRRMP"
