stationid,sampledate,latitude,longitude,trashcategory,trashtype,total_counts,areaweight
906M21770,5/29/18 00:00,32.90377,-117.22665,Plastic,Foam Pieces/Pellets,3,85.23642372
906M21770,5/29/18 00:00,32.90377,-117.22665,Plastic,Bag - single use,5,85.23642372
906M21770,5/29/18 00:00,32.90377,-117.22665,Metal,Metal Other,1,85.23642372
906M21770,5/29/18 00:00,32.90377,-117.22665,Glass,Glass Bottles,1,85.23642372
906M21770,5/29/18 00:00,32.90377,-117.22665,Plastic,Foam Cups,1,85.23642372
906M21770,5/29/18 00:00,32.90377,-117.22665,Plastic,Bag - reusable,1,85.23642372
906M23361,4/29/19 00:00,32.84373,-117.21116,Plastic,Foam Food Containers,1,85.23642372
906M23361,4/29/19 00:00,32.84373,-117.21116,Plastic,Hard Plastic Container,1,85.23642372
906M23361,4/29/19 00:00,32.84373,-117.21116,Fabric_Cloth,"Natural (Cotton, Wool)",1,85.23642372
906M23361,4/29/19 00:00,32.84373,-117.21116,Miscellaneous,Hose/Hose Pieces,1,85.23642372
906M23380,6/4/19 00:00,32.78921,-117.18792,Plastic,Foam Pieces/Pellets,1,85.23642372
906M23380,6/4/19 00:00,32.78921,-117.18792,Plastic,Hard Plastic Pieces,2,85.23642372
906M23380,6/4/19 00:00,32.78921,-117.18792,Plastic,Lid,2,85.23642372
906M23380,6/4/19 00:00,32.78921,-117.18792,Plastic,Plastic Bottles,1,85.23642372
906M23380,6/4/19 00:00,32.78921,-117.18792,Plastic,Straw/Stirrer,2,85.23642372
906M23380,6/4/19 00:00,32.78921,-117.18792,Plastic,Wrapper/Wrapper Pieces,5,85.23642372
906M23380,6/4/19 00:00,32.78921,-117.18792,Miscellaneous,Sports Balls,6,85.23642372
906M23380,6/4/19 00:00,32.78921,-117.18792,Miscellaneous,Misc. Other,4,85.23642372
907M23349,5/9/18 00:00,32.82549,-117.09223,Plastic,Hard Plastic Pieces,1,85.23642372
907M23373,5/17/18 00:00,32.83791639,-117.0176397,Plastic,Foam Cups,1,85.23642372
907M23373,5/17/18 00:00,32.83791639,-117.0176397,Construction,Fabricated Wood,1,85.23642372
907M23373,5/17/18 00:00,32.83791639,-117.0176397,Plastic,Wrapper/Wrapper Pieces,1,85.23642372
907M23373,5/17/18 00:00,32.83791639,-117.0176397,Plastic,Beverage Bottles,1,85.23642372
907M23373,5/17/18 00:00,32.83791639,-117.0176397,Plastic,Plastic Pipe,2,85.23642372
907M23379,5/30/18 00:00,33.80333,-116.92432,Biodegradable,Paper/ cardboard,1,85.23642372
907M23379,5/30/18 00:00,33.80333,-116.92432,Fabric_Cloth,Synthetic Fabric,1,85.23642372
907M23379,5/30/18 00:00,33.80333,-116.92432,Plastic,Wrapper/Wrapper Pieces,1,85.23642372
907M23379,5/30/18 00:00,33.80333,-116.92432,Fabric_Cloth,Shoes,1,85.23642372
907M23379,5/30/18 00:00,33.80333,-116.92432,Plastic,Bag - single use,1,85.23642372
907M23385,6/25/19 00:00,32.813,-117.07084,Miscellaneous,Hose/Hose Pieces,1,85.23642372
907M23385,6/25/19 00:00,32.813,-117.07084,Construction,Bricks,2,85.23642372
907M23405,5/20/19 00:00,33.8645,-117.00968,Fabric_Cloth,"Natural (Cotton, Wool)",2,85.23642372
907M23405,5/20/19 00:00,33.8645,-117.00968,Metal,Small Batteries,1,85.23642372
907M23405,5/20/19 00:00,33.8645,-117.00968,Plastic,Wrapper/Wrapper Pieces,4,85.23642372
907M23405,5/20/19 00:00,33.8645,-117.00968,Plastic,Hard Plastic Pieces,5,85.23642372
907M23405,5/20/19 00:00,33.8645,-117.00968,Metal,Metal Other,1,85.23642372
908M24952,5/28/19 00:00,32.72433,-117.07392,Fabric_Cloth,"Natural (Cotton, Wool)",3,85.23642372
908M24952,5/28/19 00:00,32.72433,-117.07392,Plastic,Soft Plastic Pieces,10,85.23642372
908M24952,5/28/19 00:00,32.72433,-117.07392,Plastic,Wrapper/Wrapper Pieces,25,85.23642372
908M24952,5/28/19 00:00,32.72433,-117.07392,Plastic,Straw/Stirrer,3,85.23642372
908M24952,5/28/19 00:00,32.72433,-117.07392,Plastic,Lid,1,85.23642372
908M24952,5/28/19 00:00,32.72433,-117.07392,Construction,Construction Other,1,85.23642372
908M24952,5/28/19 00:00,32.72433,-117.07392,Plastic,Plastic Bottles,3,85.23642372
908M24952,5/28/19 00:00,32.72433,-117.07392,Plastic,Foam Pieces/Pellets,17,85.23642372
908M24952,5/28/19 00:00,32.72433,-117.07392,Metal,Aluminum or Steel Cans,1,85.23642372
908M24952,5/28/19 00:00,32.72433,-117.07392,Plastic,Bag - reusable,4,85.23642372
908M24952,5/28/19 00:00,32.72433,-117.07392,Fabric_Cloth,Synthetic Fabric,1,85.23642372
908M24952,5/28/19 00:00,32.72433,-117.07392,Plastic,Chip Bags,6,85.23642372
908M24952,5/28/19 00:00,32.72433,-117.07392,Plastic,Bag Pieces,12,85.23642372
908M24952,5/28/19 00:00,32.72433,-117.07392,Miscellaneous,Misc. Other,1,85.23642372
908M24952,5/28/19 00:00,32.72433,-117.07392,Metal,Metal Other,1,85.23642372
908M24952,5/28/19 00:00,32.72433,-117.07392,Plastic,Bag - single use,7,85.23642372
909M24955,4/11/18 00:00,32.66652822,-116.9954779,Plastic,Foam Cups,1,85.23642372
909M24955,4/11/18 00:00,32.66652822,-116.9954779,Fabric_Cloth,Fabric Other,1,85.23642372
909M24955,4/11/18 00:00,32.66652822,-116.9954779,Plastic,Wrapper/Wrapper Pieces,1,85.23642372
909M24955,4/11/18 00:00,32.66652822,-116.9954779,Plastic,Bag - single use,3,85.23642372
909M24955,4/11/18 00:00,32.66652822,-116.9954779,Metal,Aluminum or Steel Cans,2,85.23642372
909WE0662,6/14/18 00:00,32.89949,-116.58847,Plastic,Plastic Other,1,85.23642372
909WE0662,6/14/18 00:00,32.89949,-116.58847,Plastic,Plastic Bottles,2,85.23642372
909WE0662,6/14/18 00:00,32.89949,-116.58847,Metal,Metal Pipe/Bar Segments,1,85.23642372
909WE0662,6/10/19 00:00,32.89982,-116.58919,Plastic,Plastic Other,1,85.23642372
909WE0662,6/10/19 00:00,32.89982,-116.58919,Plastic,Plastic Bottles,2,85.23642372
909WE0662,6/10/19 00:00,32.89982,-116.58919,Metal,Metal Pipe/Bar Segments,1,85.23642372
911M24949,4/11/18 00:00,32.80946293,-116.4397949,Miscellaneous,Mylar balloons,1,19.86655861
SMC00105,5/10/19 00:00,33.74718,-117.58386,Plastic,Soft Plastic Pieces,1,85.23642372
SMC00105,5/10/19 00:00,33.74718,-117.58386,Plastic,Wrapper/Wrapper Pieces,1,85.23642372
SMC00105,5/10/19 00:00,33.74718,-117.58386,Plastic,Wrapper/Wrapper Pieces,1,85.23642372
SMC00105,4/17/18 00:00,33.74651,-117.58423,Plastic,Soft Plastic Pieces,1,85.23642372
SMC00105,4/17/18 00:00,33.74651,-117.58423,Plastic,Wrapper/Wrapper Pieces,1,85.23642372
SMC00105,4/17/18 00:00,33.74651,-117.58423,Plastic,Wrapper/Wrapper Pieces,1,85.23642372
SMC00206,6/4/19 00:00,33.54453,-117.65897,Plastic,Plastic Other,1,85.23642372
SMC00206,6/4/19 00:00,33.54453,-117.65897,Plastic,Beverage Bottles,1,85.23642372
SMC00206,6/4/19 00:00,33.54453,-117.65897,Plastic,Foam Pieces/Pellets,1,85.23642372
SMC00206,6/4/19 00:00,33.54453,-117.65897,Plastic,Beverage Bottles,1,85.23642372
SMC00206,5/31/18 00:00,33.54359,-117.65964,Plastic,Plastic Other,1,85.23642372
SMC00206,5/31/18 00:00,33.54359,-117.65964,Plastic,Beverage Bottles,1,85.23642372
SMC00206,5/31/18 00:00,33.54359,-117.65964,Plastic,Foam Pieces/Pellets,1,85.23642372
SMC00206,5/31/18 00:00,33.54359,-117.65964,Plastic,Beverage Bottles,1,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Plastic,Lid,2,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Plastic,Hard Plastic Pieces,1,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Plastic,Single Use Container,4,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Biodegradable,Food Waste,3,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Plastic,Cups,3,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Miscellaneous,Sports Balls,1,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Plastic,Hard Plastic Container,2,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Plastic,Foam Other Containers,1,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Biodegradable,Paper/ cardboard,11,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Biohazard,Biohazard Other,1,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Plastic,Foam Pieces/Pellets,2,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Metal,Spray Paint Cans,1,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Metal,Metal Other,14,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Plastic,Bag - single use,5,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Large,Tires,1,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Plastic,Chip Bags,2,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Plastic,Bag - reusable,3,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Plastic,Foam Food Containers,1,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Fabric_Cloth,Fabric Other,4,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Plastic,Beverage Bottles,4,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Plastic,Foam Cups,3,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Plastic,Soft Plastic Pieces,7,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Biohazard,Dead Animals,1,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Glass,Glass Bottles,1,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Biohazard,Pet Waste,1,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Fabric_Cloth,Synthetic Fabric,5,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Plastic,Wrapper/Wrapper Pieces,15,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Metal,Small Batteries,2,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Fabric_Cloth,Shoes,1,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Plastic,Plastic Other,20,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Metal,Metal Bottle Caps,1,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Glass,Glass Pieces,5,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Construction,Rebar,2,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Fabric_Cloth,"Natural (Cotton, Wool)",8,85.23642372
SMC00318,8/7/19 00:00,33.81434,-118.20541,Metal,Aluminum or Steel Cans,3,85.23642372
SMC00670,6/12/18 00:00,33.86926,-117.90916,Biodegradable,Food Waste,2,85.23642372
SMC00670,6/12/18 00:00,33.86926,-117.90916,Fabric_Cloth,Synthetic Fabric,1,85.23642372
SMC00670,6/12/18 00:00,33.86926,-117.90916,Metal,"Nails, Screws, Bolts, etc.",1,85.23642372
SMC00670,6/12/18 00:00,33.86926,-117.90916,Plastic,Soft Plastic Pieces,7,85.23642372
SMC00670,6/12/18 00:00,33.86926,-117.90916,Plastic,Cigarette Butts,3,85.23642372
SMC00670,6/12/18 00:00,33.86926,-117.90916,Plastic,Plastic Other,2,85.23642372
SMC00670,6/12/18 00:00,33.86926,-117.90916,Plastic,Foam Pieces/Pellets,16,85.23642372
SMC00670,6/12/18 00:00,33.86926,-117.90916,Plastic,Bag - single use,1,85.23642372
SMC00670,6/12/18 00:00,33.86926,-117.90916,Biodegradable,Paper/ cardboard,4,85.23642372
SMC00670,6/12/18 00:00,33.86926,-117.90916,Construction,Fabricated Wood,1,85.23642372
SMC00670,6/12/18 00:00,33.86926,-117.90916,Metal,Metal Bottle Caps,1,85.23642372
SMC00670,6/12/18 00:00,33.86926,-117.90916,Metal,Metal Other,1,85.23642372
SMC00670,6/12/18 00:00,33.86926,-117.90916,Plastic,Plastic Straw Wrapper,1,85.23642372
SMC00670,6/12/18 00:00,33.86926,-117.90916,Metal,Aluminum or Steel Cans,2,85.23642372
SMC00670,6/12/18 00:00,33.86926,-117.90916,Construction,Construction Other,1,85.23642372
SMC00670,6/12/18 00:00,33.86926,-117.90916,Plastic,Wrapper/Wrapper Pieces,9,85.23642372
SMC00670,6/12/18 00:00,33.86926,-117.90916,Plastic,Hard Plastic Pieces,10,85.23642372
SMC00670,6/12/18 00:00,33.86926,-117.90916,Plastic,Hard Plastic Container,1,85.23642372
SMC00670,6/12/18 00:00,33.86926,-117.90916,Miscellaneous,Sports Balls,1,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Miscellaneous,Sports Balls,10,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Metal,Metal Other,1,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Plastic,Bag Pieces,4,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Miscellaneous,Rubber/Rubber Pieces,1,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Plastic,Cigarette Butts,1,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Biodegradable,Paper/ cardboard,3,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Plastic,Beverage Bottles,1,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Plastic,Foam Packing Peanuts,1,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Plastic,Plastic Other,1,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Plastic,Plastic Other,1,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Fabric_Cloth,Synthetic Fabric,1,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Plastic,Bag - single use,1,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Plastic,Wrapper/Wrapper Pieces,3,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Plastic,Container Cap/Pieces,1,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Plastic,Soft Plastic Pieces,1,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Miscellaneous,Sports Balls,1,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Plastic,Hard Plastic Pieces,3,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Plastic,Wrapper/Wrapper Pieces,1,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Plastic,Foam Pieces/Pellets,2,85.23642372
SMC00873,4/17/18 00:00,33.59849,-117.62668,Plastic,Hard Plastic Container,1,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Miscellaneous,Sports Balls,10,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Metal,Metal Other,1,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Plastic,Bag Pieces,4,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Miscellaneous,Rubber/Rubber Pieces,1,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Plastic,Cigarette Butts,1,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Biodegradable,Paper/ cardboard,3,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Plastic,Beverage Bottles,1,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Plastic,Foam Packing Peanuts,1,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Plastic,Plastic Other,1,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Plastic,Plastic Other,1,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Fabric_Cloth,Synthetic Fabric,1,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Plastic,Bag - single use,1,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Plastic,Wrapper/Wrapper Pieces,3,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Plastic,Container Cap/Pieces,1,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Plastic,Soft Plastic Pieces,1,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Miscellaneous,Sports Balls,1,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Plastic,Hard Plastic Pieces,3,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Plastic,Wrapper/Wrapper Pieces,1,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Plastic,Foam Pieces/Pellets,2,85.23642372
SMC00873,5/10/19 00:00,33.59667,-117.62821,Plastic,Hard Plastic Container,1,85.23642372
SMC00926,6/12/18 00:00,33.9074,-117.88297,Plastic,Plastic Straw Wrapper,1,85.23642372
SMC00926,6/12/18 00:00,33.9074,-117.88297,Plastic,Wrapper/Wrapper Pieces,11,85.23642372
SMC00926,6/12/18 00:00,33.9074,-117.88297,Plastic,Plastic Other,3,85.23642372
SMC00926,6/12/18 00:00,33.9074,-117.88297,Plastic,Hard Plastic Pieces,3,85.23642372
SMC00926,6/12/18 00:00,33.9074,-117.88297,Plastic,Bag - single use,4,85.23642372
SMC00926,6/12/18 00:00,33.9074,-117.88297,Plastic,Container Cap/Pieces,1,85.23642372
SMC00926,6/12/18 00:00,33.9074,-117.88297,Plastic,Plastic Bottles,1,85.23642372
SMC00926,6/12/18 00:00,33.9074,-117.88297,Fabric_Cloth,Synthetic Fabric,1,85.23642372
SMC00926,6/12/18 00:00,33.9074,-117.88297,Plastic,Foam Cups,4,85.23642372
SMC00926,6/12/18 00:00,33.9074,-117.88297,Plastic,Lid,1,85.23642372
SMC00926,6/12/18 00:00,33.9074,-117.88297,Miscellaneous,Sports Balls,4,85.23642372
SMC00926,6/12/18 00:00,33.9074,-117.88297,Plastic,Chip Bags,4,85.23642372
SMC00926,6/12/18 00:00,33.9074,-117.88297,Metal,Spray Paint Cans,1,85.23642372
SMC00926,6/12/18 00:00,33.9074,-117.88297,Metal,Aluminum Foil pieces,1,85.23642372
SMC00926,6/12/18 00:00,33.9074,-117.88297,Biodegradable,Paper/ cardboard,2,85.23642372
SMC01004,7/15/19 00:00,34.15244,-118.16672,Metal,Metal Other,1,85.23642372
SMC01004,7/15/19 00:00,34.15244,-118.16672,Plastic,Wrapper/Wrapper Pieces,1,85.23642372
SMC01004,7/15/19 00:00,34.15244,-118.16672,Plastic,Plastic Other,1,85.23642372
SMC01004,7/15/19 00:00,34.15244,-118.16672,Metal,Aluminum Foil pieces,1,85.23642372
SMC01004,7/15/19 00:00,34.15244,-118.16672,Plastic,Foam Pieces/Pellets,2,85.23642372
SMC01097,5/1/18 00:00,33.48724,-117.25538,Large,Large Other,1,19.86655861
SMC01097,5/1/18 00:00,33.48724,-117.25538,Plastic,Wrapper/Wrapper Pieces,1,19.86655861
SMC01097,5/1/18 00:00,33.48724,-117.25538,Plastic,Bag - single use,4,19.86655861
SMC01097,5/1/18 00:00,33.48724,-117.25538,Metal,Metal Other,1,19.86655861
SMC01097,5/1/18 00:00,33.48724,-117.25538,Plastic,Plastic Bottles,1,19.86655861
SMC01097,5/1/18 00:00,33.48724,-117.25538,Large,Large Other,1,19.86655861
SMC01097,5/1/18 00:00,33.48724,-117.25538,Plastic,Hard Plastic Pieces,1,19.86655861
SMC01097,5/1/18 00:00,33.48724,-117.25538,Plastic,Plastic Bottles,1,19.86655861
SMC01097,5/1/18 00:00,33.48724,-117.25538,Fabric_Cloth,Synthetic Fabric,1,19.86655861
SMC01097,5/1/18 00:00,33.48724,-117.25538,Fabric_Cloth,"Natural (Cotton, Wool)",1,19.86655861
SMC01097,5/1/18 00:00,33.48724,-117.25538,Construction,Construction Other,1,19.86655861
SMC01097,5/1/18 00:00,33.48724,-117.25538,Plastic,Wrapper/Wrapper Pieces,3,19.86655861
SMC01384,7/8/19 00:00,34.0646,-118.70091,Plastic,Plastic 6-Pack Holder,1,85.23642372
SMC01384,7/8/19 00:00,34.0646,-118.70091,Fabric_Cloth,Synthetic Fabric,1,85.23642372
SMC01384,7/8/19 00:00,34.0646,-118.70091,Metal,Aluminum or Steel Cans,1,85.23642372
SMC01384,7/8/19 00:00,34.0646,-118.70091,Plastic,Hard Plastic Pieces,1,85.23642372
SMC01384,7/8/19 00:00,34.0646,-118.70091,Glass,Glass Bottles,1,85.23642372
SMC01384,7/8/19 00:00,34.0646,-118.70091,Metal,Aluminum or Steel Cans,1,85.23642372
SMC01384,7/8/19 00:00,34.0646,-118.70091,Biodegradable,Paper/ cardboard,1,85.23642372
SMC01384,7/8/19 00:00,34.0646,-118.70091,Miscellaneous,Hose/Hose Pieces,1,85.23642372
SMC01384,7/8/19 00:00,34.0646,-118.70091,Plastic,Bag - single use,1,85.23642372
SMC01694,8/6/18 00:00,33.92001,-117.90273,Plastic,Foam Packing Peanuts,1,85.23642372
SMC01694,8/6/18 00:00,33.92001,-117.90273,Plastic,Beverage Bottles,2,85.23642372
SMC01694,8/6/18 00:00,33.92001,-117.90273,Plastic,Soft Plastic Pieces,6,85.23642372
SMC01694,8/6/18 00:00,33.92001,-117.90273,Miscellaneous,Misc. Other,3,85.23642372
SMC01694,8/6/18 00:00,33.92001,-117.90273,Metal,Metal Other,1,85.23642372
SMC01694,8/6/18 00:00,33.92001,-117.90273,Plastic,Hard Plastic Container,1,85.23642372
SMC01694,8/6/18 00:00,33.92001,-117.90273,Plastic,Container Cap/Pieces,1,85.23642372
SMC01694,8/6/18 00:00,33.92001,-117.90273,Plastic,Tarp,1,85.23642372
SMC01694,8/6/18 00:00,33.92001,-117.90273,Metal,Aluminum Foil pieces,1,85.23642372
SMC01694,8/6/18 00:00,33.92001,-117.90273,Plastic,Single Use Container,1,85.23642372
SMC01694,8/6/18 00:00,33.92001,-117.90273,Miscellaneous,Sports Balls,2,85.23642372
SMC01694,8/6/18 00:00,33.92001,-117.90273,Glass,Glass Bottles,1,85.23642372
SMC01694,8/6/18 00:00,33.92001,-117.90273,Biodegradable,Food Waste,1,85.23642372
SMC01694,8/6/18 00:00,33.92001,-117.90273,Metal,Aluminum or Steel Cans,1,85.23642372
SMC01694,8/6/18 00:00,33.92001,-117.90273,Miscellaneous,Mylar balloons,1,85.23642372
SMC01694,8/6/18 00:00,33.92001,-117.90273,Plastic,Tobacco Wrapper/Pieces,1,85.23642372
SMC01694,8/6/18 00:00,33.92001,-117.90273,Plastic,Wrapper/Wrapper Pieces,1,85.23642372
SMC01694,8/6/18 00:00,33.92001,-117.90273,Plastic,Bag Pieces,1,85.23642372
SMC01694,8/6/18 00:00,33.92001,-117.90273,Fabric_Cloth,"Natural (Cotton, Wool)",1,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Miscellaneous,Rubber/Rubber Pieces,2,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Plastic,Cups,1,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Miscellaneous,E-waste,2,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Plastic,Lighters,1,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Plastic,Wrapper/Wrapper Pieces,15,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Plastic,Hard Plastic Pieces,24,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Metal,Aluminum Foil pieces,3,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Plastic,Beverage Bottles,4,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Metal,Metal Other,7,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Biodegradable,Paper/ cardboard,15,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Plastic,Bag - single use,2,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Miscellaneous,Ceramic Pots/Shards,35,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Biodegradable,Food Waste,1,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Plastic,Foam Cups,1,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Metal,"Wire (barb, chicken, etc.)",2,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Metal,Metal Bottle Caps,2,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Metal,Metal Pipe/Bar Segments,12,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Plastic,Cigarette Butts,11,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Metal,Aluminum or Steel Cans,4,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Metal,Small Batteries,16,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Metal,"Nails, Screws, Bolts, etc.",1,85.23642372
SMC01726,6/6/19 00:00,33.86403,-117.98493,Metal,Spray Paint Cans,1,85.23642372
SMC02656,8/6/18 00:00,34.07506,-117.8722,Biodegradable,Paper/ cardboard,18,85.23642372
SMC02656,8/6/18 00:00,34.07506,-117.8722,Plastic,Single Use Container,1,85.23642372
SMC02656,8/6/18 00:00,34.07506,-117.8722,Plastic,Foam Cups,3,85.23642372
SMC02656,8/6/18 00:00,34.07506,-117.8722,Plastic,Plastic Other,1,85.23642372
SMC02656,8/6/18 00:00,34.07506,-117.8722,Plastic,Wrapper/Wrapper Pieces,30,85.23642372
SMC02656,8/6/18 00:00,34.07506,-117.8722,Plastic,Chip Bags,3,85.23642372
SMC02656,8/6/18 00:00,34.07506,-117.8722,Metal,Aluminum Foil pieces,2,85.23642372
SMC02656,8/6/18 00:00,34.07506,-117.8722,Plastic,Bag - reusable,2,85.23642372
SMC02656,8/6/18 00:00,34.07506,-117.8722,Biodegradable,Biodegradable Other,1,85.23642372
SMC02656,8/6/18 00:00,34.07506,-117.8722,Plastic,Beverage Bottles,1,85.23642372
SMC02656,8/6/18 00:00,34.07506,-117.8722,Plastic,Foam Pieces/Pellets,7,85.23642372
SMC02656,8/6/18 00:00,34.07506,-117.8722,Plastic,Lid,1,85.23642372
SMC09698,6/19/19 00:00,33.7459,-116.70739,Plastic,Foam Plate,1,85.23642372
SMC09698,6/19/19 00:00,33.7459,-116.70739,Plastic,Wrapper/Wrapper Pieces,1,85.23642372
SMC09698,6/19/19 00:00,33.7459,-116.70739,Fabric_Cloth,Synthetic Fabric,3,85.23642372
SMC09698,6/19/19 00:00,33.7459,-116.70739,Metal,Aluminum or Steel Cans,1,85.23642372
SMC09698,6/19/19 00:00,33.7459,-116.70739,Plastic,Bag Pieces,8,85.23642372
SMC09698,6/19/19 00:00,33.7459,-116.70739,Plastic,Cups,1,85.23642372
SMC09698,6/19/19 00:00,33.7459,-116.70739,Plastic,Chips bags,1,85.23642372
SMC09698,6/5/18 00:00,34.7459,-116.70739,Plastic,Foam Plate,1,85.23642372
SMC09698,6/5/18 00:00,34.7459,-116.70739,Plastic,Wrapper/Wrapper Pieces,1,85.23642372
SMC09698,6/5/18 00:00,34.7459,-116.70739,Fabric_Cloth,Synthetic Fabric,3,85.23642372
SMC09698,6/5/18 00:00,34.7459,-116.70739,Metal,Aluminum or Steel Cans,1,85.23642372
