"objectid","stationid","sampledate","photolocation","photoid","comments","created_user","created_date","last_edited_user","last_edited_date","login_email","login_agency","login_owner","login_year","login_project","globalid"
184,"SGLT506","2018-07-02 00:00:00","Bottom-Upstream","Ads_SGLT506_7.2.18","transect A facing upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{89B297E5-6025-49A4-904F-A7FD735F2789}"
185,"SGLT506","2018-07-02 00:00:00","Middle-Downstream","Bds_SGLT506_7.2.18","transect B facing downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{8C8B9D2C-0497-4212-8333-75FBF5B4677E}"
186,"SGLT506","2018-07-02 00:00:00","Middle-Upstream","Bus_SGLT506_7.2.18","transect B facing upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{66FD64C5-232E-4A72-BC12-6FEF709578FB}"
187,"SGLT506","2018-07-02 00:00:00","Top-Downstream","Cus_SGLT506_7.2.18","transect C facing downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{20152824-ACAA-46EF-9CAB-EAD25F5150C4}"
188,"403M05798","2018-05-15 00:00:00","Bottom-Upstream","Ads_403M05798_5.15.18","transect A facing upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{4EB48A71-E1F4-425E-8652-4D76E6C47107}"
189,"403M05798","2018-05-15 00:00:00","Middle-Downstream","Bds_403M05798_5.15.18","transect B facing downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{D9992B85-4460-4420-8B5F-F169AF422EFD}"
190,"403M05798","2018-05-15 00:00:00","Middle-Upstream","Bus_403M05798_5.15.18","transect B facing upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{F6B86ED7-AC51-45B1-A282-288947998F20}"
191,"403M05798","2018-05-15 00:00:00","Top-Downstream","Cus_403M05798_5.15.18","transect C facing downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{32BAA575-1A1A-4524-B887-8D27C9BB25BF}"
192,"404M07368","2018-06-20 00:00:00","Bottom-Upstream","Ads_403M05768_6.20.18","transect A facing upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{7392961F-E2CB-4085-8DF7-0E93919DB3C2}"
193,"404M07368","2018-06-20 00:00:00","Middle-Downstream","Bds_403M05768_6.20.18","transect B facing downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{57583870-71CD-44E9-9422-111EDC35DC50}"
194,"404M07368","2018-06-20 00:00:00","Middle-Upstream","Bus_403M05768_6.20.18","transect B facing upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{C6736FA9-3E40-4E8B-B83B-1FC8D8D18A2F}"
195,"404M07368","2018-06-20 00:00:00","Top-Downstream","Cus_403M05768_6.20.18","transect C facing downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{29C29F9A-8F34-44E3-9694-0132C8DD828F}"
196,"404M07365","2018-06-27 00:00:00","Bottom-Upstream","Ads_403M05765_6.27.18","transect A facing upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{50F0388E-3066-4967-A137-2F7909B9A832}"
197,"404M07365","2018-06-27 00:00:00","Middle-Downstream","Bds_403M05765_6.27.18","transect B facing downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{7B48CB0B-7B50-4ED1-A3EE-03ABCB853A1C}"
198,"404M07365","2018-06-27 00:00:00","Middle-Upstream","Bus_403M05765_6.27.18","transect B facing upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{7572A9A5-D8C2-4D79-B93B-F202F49A3370}"
199,"404M07365","2018-06-27 00:00:00","Top-Downstream","Cus_403M05765_6.27.18","transect C facing downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{E2FE7A5D-4E68-4E31-9731-DC23B6173E2B}"
200,"SMC01640","2018-06-19 00:00:00","Bottom-Upstream","Ads_SMC01640_6.19.18","transect A facing upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{88E7D061-A9DC-49A2-98CC-A30D66D67C48}"
201,"SMC01640","2018-06-19 00:00:00","Middle-Downstream","Bds_SMC01640_6.19.18","transect B facing downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{D4F6A522-5FD3-43B5-852F-D8BA4516E5CD}"
202,"SMC01640","2018-06-19 00:00:00","Middle-Upstream","Bus_SMC01640_6.19.18","transect B facing upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{FDB62EA6-9208-49AA-93EB-B63AC1328296}"
203,"SMC01640","2018-06-19 00:00:00","Top-Downstream","Cus_SMC01640_6.19.18","transect C facing downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{2928B787-FA0B-4DFF-B916-BA7E2C9F4C29}"
204,"403M05800","2018-05-16 00:00:00","Bottom-Upstream","Ads_403M05800_5.16.18","transect A facing upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{5679CEE7-8117-4254-8348-8EC47A105AA2}"
205,"403M05800","2018-05-16 00:00:00","Middle-Downstream","Bds_403M05800_5.16.18","transect B facing downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{37122A32-1C67-4155-BCEA-D2A78A1ECFDF}"
206,"403M05800","2018-05-16 00:00:00","Middle-Upstream","Bus_403M05800_5.16.18","transect B facing upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{979EC719-B559-4CB7-A1FA-7C1C0AD6BE41}"
207,"403M05800","2018-05-16 00:00:00","Top-Downstream","Cus_403M05800_5.16.18","transect C facing downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{E7E87204-4FA3-49CB-8D2B-72184942F7E0}"
208,"404M07364","2018-06-21 00:00:00","Bottom-Upstream","Ads_404M07364_6.21.18","transect A facing upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{DFBFF895-1965-4DB9-9FC8-D5699E93A986}"
209,"404M07364","2018-06-21 00:00:00","Middle-Downstream","Bds_404M07364_6.21.18","transect B facing downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{7B1B8AC9-BDE2-444B-8D07-6356495A3629}"
210,"404M07364","2018-06-21 00:00:00","Middle-Upstream","Bus_404M07364_6.21.18","transect B facing upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{192FBD31-930A-4AF2-92BF-5B705304F6CD}"
211,"404M07364","2018-06-21 00:00:00","Top-Downstream","Cus_404M07364_6.21.18","transect C facing downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{1F8097DB-622C-476F-B389-C47BE3FAA3FC}"
212,"SGUR3984","2018-07-02 00:00:00","Bottom-Upstream","Ads_SGUR3984 _7.2.18","transect A facing upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{2A612EBD-6A18-4F3C-970A-AC2B0DA2F72B}"
213,"SGUR3984","2018-07-02 00:00:00","Middle-Downstream","Bds_SGUR3984 _7.2.18","transect B facing downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{228F0784-BB2E-42ED-B6B7-699AB20C96DB}"
214,"SGUR3984","2018-07-02 00:00:00","Middle-Upstream","Bus_SGUR3984 _7.2.18","transect B facing upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{6CC398D6-DB48-43B2-91BE-DD5E60D48982}"
215,"SGUR3984","2018-07-02 00:00:00","Top-Downstream","Cus_SGUR3984 _7.2.18","transect C facing downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{6490061F-BDF8-4D74-B075-0E6281A33EED}"
216,"SMC01384","2018-06-19 00:00:00","Bottom-Upstream","Ads_SMC01384 _6.19.18","transect A facing upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{66D6C441-1ED6-436F-94D0-CDF4A556770A}"
217,"SMC01384","2018-06-19 00:00:00","Middle-Downstream","Bds_SMC01384 _6.19.18","transect B facing downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{E67C29A3-7535-4725-AA24-872CC6C41A2D}"
218,"SMC01384","2018-06-19 00:00:00","Middle-Upstream","Bus_SMC01384 _6.19.18","transect B facing upstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{9BDE6DB9-B461-4849-B2F4-3DD64BB3DF31}"
219,"SMC01384","2018-06-19 00:00:00","Top-Downstream","Cus_SMC01384 _6.19.18","transect C facing downstream","checker","2020-02-19 07:10:17","checker","2020-02-19 07:10:17","pauls@sccwrp.org","ABCL","Carlsbad_WMA","2019","SMC","{3008D4A5-3DEB-49E7-8F50-14D5152D02AF}"
220,"SMC09698","2019-06-19 00:00:00","Bottom-Upstream","Ads_SMC09698_6.19.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{64922787-826E-4AC8-8CCB-846A6E0C0DE5}"
221,"SMC09698","2019-06-19 00:00:00","Bottom-Downstream","Aus_SMC09698_6.19.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{0F1BFDBC-65E8-4C82-9B93-16F325A53089}"
222,"SMC11581","2019-06-19 00:00:00","Bottom-Upstream","Ads_SMC11581_6.19.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{375610B9-C3E9-418F-B506-F92412060920}"
223,"SMC11581","2019-06-19 00:00:00","Bottom-Downstream","Aus_SMC09698_6.19.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{2006DC85-EE89-4709-9C1C-FC40C12CC8F8}"
224,"802M16985","2019-05-10 00:00:00","Bottom-Upstream","Ads_802M16985_5.10.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{81D8B145-C233-4377-B9CD-9A4AD3A269F2}"
225,"802M16985","2019-05-10 00:00:00","Bottom-Downstream","Aus_802M16985_5.10.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{A8467797-CE7E-40E9-9A9C-2A5BC7F25449}"
226,"801M16957","2019-05-10 00:00:00","Bottom-Upstream","Ads_801M16957_5.10.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{CA058E8C-3862-4470-AF9E-B9024123F4E8}"
227,"801M16957","2019-05-10 00:00:00","Bottom-Downstream","Aus_801M16957_5.10.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{696C7F37-E91F-4184-BB4B-DF833D33CC07}"
228,"904M21782","2019-06-11 00:00:00","Bottom-Upstream","Ads_904M21782_6.11.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{385A936F-BB97-4EE9-B597-EA75BADF5E23}"
229,"904M21782","2019-06-11 00:00:00","Bottom-Downstream","Aus_904M21782_6.11.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{4BDC5A35-FB7A-48B7-8498-3A02CB060903}"
230,"904M21761","2019-06-03 00:00:00","Bottom-Upstream","Ads_904M21761_6.3.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{5F9B721B-3350-4467-A7EE-DBA2CD39C418}"
231,"904M21761","2019-06-03 00:00:00","Bottom-Downstream","Aus_904M21761_6.3.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{161E4C12-9805-495D-9D03-5E6809666B68}"
232,"904M21784","2019-06-18 00:00:00","Bottom-Upstream","Ads_904M21784_6.18.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{02DC8234-2C85-4B14-B477-B541B07A59C5}"
233,"904M21784","2019-06-18 00:00:00","Bottom-Downstream","Aus_904M21784_6.18.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{97A5D72F-A9A0-4C46-A3E9-AEAB4F191451}"
234,"904WE1125","2019-06-17 00:00:00","Bottom-Upstream","Ads_904WE1125_6.17.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{F4958521-1B20-458E-96E9-CE4664280CFA}"
235,"904WE1125","2019-06-17 00:00:00","Bottom-Downstream","Aus_904WE1125_6.17.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{CCE32A75-84B5-4B27-9F6A-D2ED82E53F77}"
236,"902M20237","2019-06-04 00:00:00","Bottom-Upstream","Ads_902M20237_6.4.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{7AC39795-E2CB-4379-B5F1-BE1919CA14E4}"
237,"902M20237","2019-06-04 00:00:00","Bottom-Downstream","Aus_902M20237_6.4.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{AD3D5A31-F215-4891-BE2A-7F010FBD7789}"
238,"902M20273","2019-06-12 00:00:00","Bottom-Upstream","Ads_902M20273_6.12.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{810E1E63-D941-4C8F-B29A-A74A65BB2E12}"
239,"902M20273","2019-06-12 00:00:00","Bottom-Downstream","Aus_902M20273_6.12.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{F88743EA-9C9A-4C1B-84FB-1BD3B8925C3A}"
240,"902WE0888","2019-06-11 00:00:00","Bottom-Upstream","Ads_902WE0888_6.11.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{A07A9D79-BA79-48EC-93AF-36776B648963}"
241,"902WE0888","2019-06-11 00:00:00","Bottom-Downstream","Aus_902WE0888_6.11.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{EBCB4E87-66C9-412A-84BC-FC7D4E59B6ED}"
242,"903M20280","2019-07-01 00:00:00","Bottom-Upstream","Ads_903M20280_7.1.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{D353678E-CB6F-4ADE-9FAF-568914DFEBFE}"
243,"903M20280","2019-07-01 00:00:00","Bottom-Downstream","Aus_903M20280_7.1.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{AB398611-0328-4BC6-A337-443290F92063}"
244,"907M23385","2019-06-25 00:00:00","Bottom-Upstream","Ads_907M23385_6.25.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{4D87F019-F56B-4615-9A4D-9E2E2C892CD6}"
245,"907M23385","2019-06-25 00:00:00","Bottom-Downstream","Aus_907M23385_6.25.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{C2B1E7C4-D822-4BBC-99CE-EDE8C80E4C16}"
246,"907M23401","2019-06-13 00:00:00","Bottom-Upstream","Ads_907M23401_6.13.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{943D2E8A-A725-4FC1-B13D-EE9CC61B7388}"
247,"907M23401","2019-06-13 00:00:00","Bottom-Downstream","Aus_907M23401_6.13.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{CB5A4DA4-7BD8-40D3-A64E-BC6F5C0984EF}"
248,"SMC01640","2019-07-08 00:00:00","Bottom-Upstream","Ads_SMC01640 _7.8.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{45B17AEB-D519-4D47-969B-E31CB556A381}"
249,"SMC01640","2019-07-08 00:00:00","Bottom-Downstream","Aus_SMC01640 _7.8.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{AFF0252B-C885-4E6F-93BA-DD2FC2611F08}"
250,"SMC01384","2019-07-08 00:00:00","Bottom-Upstream","Ads_SMC01384_7.8.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{1398F3E8-B1A0-4F07-BC12-22F167C57317}"
251,"SMC01384","2019-07-08 00:00:00","Bottom-Downstream","Aus_SMC01384_7.8.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{B598417E-1D3F-4CEF-B9CA-1FBC2B3DC33E}"
252,"404M07376","2019-07-09 00:00:00","Bottom-Upstream","Ads_404M07376_7.9.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{D4B62686-5755-4C93-A6AE-84CD73F6E429}"
253,"404M07376","2019-07-09 00:00:00","Bottom-Downstream","Aus_404M07376_7.9.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{8E25A7AB-6493-4B5D-9DB9-1A88F5DCC6CA}"
254,"404M07375","2019-05-14 00:00:00","Bottom-Upstream","Ads_404M07375_5.14.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{93EC50EA-41DB-4DA7-8A01-74FCF7592685}"
255,"404M07375","2019-05-14 00:00:00","Bottom-Downstream","Aus_404M07375_5.14.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{7DCC31E1-60CB-4FBC-8458-457A350B44C7}"
256,"404M07372","2019-07-09 00:00:00","Bottom-Upstream","Ads_404M07372_7.9.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{F694B238-702F-4EF9-B053-F527AB1CAC29}"
257,"404M07372","2019-07-09 00:00:00","Bottom-Downstream","Aus_404M07372_7.9.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{E7DC0A47-A848-442D-A049-A6D454EA9C4B}"
258,"403M05844","2019-06-20 00:00:00","Bottom-Upstream","Ads_403M05844_6.20.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{7E4E82ED-7D60-46AC-B2DC-D35DF87F86DF}"
259,"403M05844","2019-06-20 00:00:00","Bottom-Downstream","Aus_403M05844_6.20.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{5C8F2704-D72B-4177-B3D6-4BC6C1E71140}"
260,"403M05832","2019-06-27 00:00:00","Bottom-Upstream","Ads_403M05832_6.27.19","transect A facing downstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{35922DB2-F214-4EA5-B031-03E8B088C80C}"
261,"403M05832","2019-06-27 00:00:00","Bottom-Downstream","Aus_403M05832_6.27.19","transect A facing upstream","checker","2020-02-20 12:56:41","checker","2020-02-20 12:56:41","pauls@sccwrp.org","WestonSolu","Southern California Coastal Water Research Project","2019","SMC","{17EF10EE-1A40-458D-97B0-54D8976418CC}"
262,"412M08641","2019-07-09 00:00:00","Bottom-Upstream","LAR08641_A_Up.JPG","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{FAFDEE96-25E0-48EE-81D5-DF3366B99D2F}"
263,"412M08641","2019-07-09 00:00:00","Middle-Upstream","LAR08641_B_Up.JPG","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{7A488F2A-DE8C-4775-A2EA-7D55081B4903}"
264,"412M08641","2019-07-09 00:00:00","Middle-Downstream","LAR08641_B_Down.JPG","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{1837983D-1731-4B98-870B-CB6DC4699B3E}"
265,"412M08641","2019-07-09 00:00:00","Top-Downstream","LAR08641_C_Down.JPG","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{B02A688E-B540-4457-AB81-AC329BF434B2}"
266,"SMC01808","2019-07-09 00:00:00","Bottom-Upstream","LAR01808_A_Up.JPG","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{2CCCEF43-FD1B-4B04-A6A7-70E9100B27BF}"
267,"SMC01808","2019-07-09 00:00:00","Middle-Upstream","LAR01808_B_Up.JPG","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{358F4EEA-CE51-41F9-91ED-2B6DE15E1F0E}"
268,"SMC01808","2019-07-09 00:00:00","Middle-Downstream","LAR01808_B_Down.JPG","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{2B0F5028-2A2C-4B4F-929B-38E1A65FA1DA}"
269,"SMC01808","2019-07-09 00:00:00","Top-Downstream","LAR01808_C_Down.JPG","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{EDEEC4BC-4006-4612-B2E0-7ED43F9DE169}"
270,"SMC01004","2019-07-15 00:00:00","Bottom-Upstream","LAR01004_A_Up.JPG","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{AB3290D4-5DBB-432F-975B-10FCB9B1D7A7}"
271,"SMC01004","2019-07-15 00:00:00","Middle-Upstream","LAR01004_B_Up.JPG","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{9F9C64DF-A21A-4094-B96E-69390B4BA1B6}"
272,"SMC01004","2019-07-15 00:00:00","Middle-Downstream","LAR01004_B_Down.JPG","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{7C328BD9-ECAE-4843-8918-40C1C8176968}"
273,"SMC01004","2019-07-15 00:00:00","Top-Downstream","LAR01004_C_Down.JPG","","checker","2020-02-21 11:02:08","checker","2020-02-21 11:02:08","pauls@sccwrp.org","ABCL","LARWMP","2019","SMC","{B2CC4854-E638-48E0-A652-19B19CB96719}"
