stationid,stratum,latitude,longitude,trawlnumber,type,biospecies,biomass
B18-10037,Bays,32.64755,-117.11819,1,Invertebrate,Pyuridae,0.3
B18-10037,Bays,32.64755,-117.11819,1,Invertebrate,Navanax inermis,less than 0.1
B18-10037,Bays,32.64755,-117.11819,1,Invertebrate,Musculista senhousia,less than 0.1
B18-10037,Bays,32.64755,-117.11819,1,Invertebrate,Crepidula fornicata,less than 0.1
B18-10037,Bays,32.64755,-117.11819,1,Invertebrate,Crassostrea gigas,less than 0.1
B18-10037,Bays,32.64755,-117.11819,1,Invertebrate,Styela clava,less than 0.1
B18-10037,Bays,32.64755,-117.11819,1,Invertebrate,Styela plicata,less than 0.1
B18-10037,Bays,32.64755,-117.11819,1,Invertebrate,Tetilla sp,less than 0.1
B18-10037,Bays,32.64755,-117.11819,1,Invertebrate,Halichondridae,0.4
B18-10038,Bays,32.64283,-117.12626,1,Invertebrate,Tetilla sp,less than 0.1
B18-10038,Bays,32.64283,-117.12626,1,Invertebrate,Doryteuthis opalescens,less than 0.1
B18-10038,Bays,32.64283,-117.12626,1,Invertebrate,Nassarius tiarula,less than 0.1
B18-10038,Bays,32.64283,-117.12626,1,Invertebrate,Halichondridae,less than 0.1
B18-10038,Bays,32.64283,-117.12626,1,Invertebrate,Thalamoporella californica,less than 0.1
B18-10038,Bays,32.64283,-117.12626,1,Invertebrate,Lophopanopeus bellus,less than 0.1
B18-10038,Bays,32.64283,-117.12626,1,Invertebrate,Navanax inermis,less than 0.1
B18-10039,Bays,32.64157944,-117.139037,1,Invertebrate,Navanax inermis,less than 0.1
B18-10039,Bays,32.64157944,-117.139037,1,Invertebrate,Musculista senhousia,less than 0.1
B18-10039,Bays,32.64157944,-117.139037,1,Invertebrate,Tetilla sp,6.6
B18-10039,Bays,32.64157944,-117.139037,1,Invertebrate,Nassarius tiarula,less than 0.1
B18-10039,Bays,32.64157944,-117.139037,1,Invertebrate,Lophopanopeus bellus,less than 0.1
B18-10042,Bays,32.62567,-117.11086,1,Invertebrate,Leptopecten latiauratus,less than 0.1
B18-10042,Bays,32.62567,-117.11086,1,Invertebrate,Halichondridae,0.2
B18-10042,Bays,32.62567,-117.11086,1,Invertebrate,Navanax inermis,less than 0.1
B18-10042,Bays,32.62567,-117.11086,1,Invertebrate,Musculista senhousia,less than 0.1
B18-10042,Bays,32.62567,-117.11086,1,Invertebrate,Amathia verticillata,0.1
B18-10042,Bays,32.62567,-117.11086,1,Invertebrate,Palaemon macrodactylus,less than 0.1
B18-10068,Marinas,33.45762911,-117.6913958,2,Invertebrate,Bulla gouldiana,less than 0.1
B18-10068,Marinas,33.45762911,-117.6913958,2,Invertebrate,Apostichopus parvimensis,0.1
B18-10071,Marinas,33.20810109,-117.3969019,1,Invertebrate,Romaleon antennarium,less than 0.1
B18-10071,Marinas,33.20810109,-117.3969019,1,Invertebrate,Ophiothrix spiculata,less than 0.1
B18-10071,Marinas,33.20810109,-117.3969019,1,Invertebrate,Cancer productus,less than 0.1
B18-10071,Marinas,33.20810109,-117.3969019,1,Invertebrate,Heptacarpus brevirostris,less than 0.1
B18-10071,Marinas,33.20810109,-117.3969019,1,Invertebrate,Panulirus interruptus,less than 0.1
B18-10071,Marinas,33.20810109,-117.3969019,1,Invertebrate,Pugettia producta,less than 0.1
B18-10071,Marinas,33.20810109,-117.3969019,1,Invertebrate,Portunus xantusii,less than 0.1
B18-10071,Marinas,33.20810109,-117.3969019,1,Invertebrate,Sicyonia penicillata,less than 0.1
B18-10071,Marinas,33.20810109,-117.3969019,1,Invertebrate,Cymothoidae,less than 0.1
B18-10204,Inner Shelf,34.42631,-119.91756,NA,Invertebrate,NA,NA
B18-10205,Inner Shelf,34.40361,-119.81217,1,Invertebrate,Astropecten armatus,less than 0.1
B18-10205,Inner Shelf,34.40361,-119.81217,1,Invertebrate,Octopus rubescens,less than 0.1
B18-10205,Inner Shelf,34.40361,-119.81217,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10205,Inner Shelf,34.40361,-119.81217,1,Invertebrate,Californiconus californicus,less than 0.1
B18-10205,Inner Shelf,34.40361,-119.81217,1,Invertebrate,Dirona picta,less than 0.1
B18-10205,Inner Shelf,34.40361,-119.81217,1,Invertebrate,Pyromaia tuberculata,less than 0.1
B18-10205,Inner Shelf,34.40361,-119.81217,1,Invertebrate,Lytechinus pictus,less than 0.1
B18-10207,Inner Shelf,34.3960926,-119.6623071,1,Invertebrate,Kelletia kelletii,0.2
B18-10207,Inner Shelf,34.3960926,-119.6623071,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10207,Inner Shelf,34.3960926,-119.6623071,1,Invertebrate,Pleurobranchaea californica,less than 0.1
B18-10207,Inner Shelf,34.3960926,-119.6623071,1,Invertebrate,Crossata ventricosa,0.5
B18-10207,Inner Shelf,34.3960926,-119.6623071,1,Invertebrate,Acanthodoris brunnea,less than 0.1
B18-10207,Inner Shelf,34.3960926,-119.6623071,1,Invertebrate,Crangon nigromaculata,less than 0.1
B18-10207,Inner Shelf,34.3960926,-119.6623071,1,Invertebrate,Ophiothrix spiculata,less than 0.1
B18-10208,Inner Shelf,34.33409,-119.43464,1,Invertebrate,Octopus rubescens,0.1
B18-10208,Inner Shelf,34.33409,-119.43464,1,Invertebrate,Metacarcinus gracilis,0.2
B18-10208,Inner Shelf,34.33409,-119.43464,1,Invertebrate,Luidia foliolata,less than 0.1
B18-10208,Inner Shelf,34.33409,-119.43464,1,Invertebrate,Crangon nigromaculata,less than 0.1
B18-10210,Inner Shelf,34.24353,-119.38537,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10210,Inner Shelf,34.24353,-119.38537,1,Invertebrate,Luidia foliolata,less than 0.1
B18-10211,Inner Shelf,34.22829,-119.35223,1,Invertebrate,Octopus rubescens,less than 0.1
B18-10211,Inner Shelf,34.22829,-119.35223,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10211,Inner Shelf,34.22829,-119.35223,1,Invertebrate,Crangon nigromaculata,less than 0.1
B18-10211,Inner Shelf,34.22829,-119.35223,1,Invertebrate,Metacarcinus gracilis,less than 0.1
B18-10212,Inner Shelf,34.19941,-119.29601,1,Invertebrate,Sicyonia penicillata,0.2
B18-10212,Inner Shelf,34.19941,-119.29601,1,Invertebrate,Metacarcinus gracilis,0.7
B18-10212,Inner Shelf,34.19941,-119.29601,1,Invertebrate,Crangon nigromaculata,less than 0.1
B18-10212,Inner Shelf,34.19941,-119.29601,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10213,Inner Shelf,34.17862,-119.34675,1,Invertebrate,Octopus rubescens,less than 0.1
B18-10213,Inner Shelf,34.17862,-119.34675,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10213,Inner Shelf,34.17862,-119.34675,1,Invertebrate,Sicyonia penicillata,less than 0.1
B18-10213,Inner Shelf,34.17862,-119.34675,1,Invertebrate,Crangon nigromaculata,less than 0.1
B18-10213,Inner Shelf,34.17862,-119.34675,1,Invertebrate,Pyromaia tuberculata,less than 0.1
B18-10213,Inner Shelf,34.17862,-119.34675,1,Invertebrate,Nudibranchia,less than 0.1
B18-10214,Inner Shelf,34.12478,-119.19244,1,Invertebrate,Portunus xantusii,1.9
B18-10214,Inner Shelf,34.12478,-119.19244,1,Invertebrate,Crangon nigromaculata,less than 0.1
B18-10214,Inner Shelf,34.12478,-119.19244,1,Invertebrate,Sicyonia penicillata,less than 0.1
B18-10214,Inner Shelf,34.12478,-119.19244,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10215,Inner Shelf,34.10112,-119.1507,1,Invertebrate,Metacarcinus gracilis,0.6
B18-10215,Inner Shelf,34.10112,-119.1507,1,Invertebrate,Sicyonia penicillata,less than 0.1
B18-10215,Inner Shelf,34.10112,-119.1507,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10215,Inner Shelf,34.10112,-119.1507,1,Invertebrate,Ericerodes hemphillii,less than 0.1
B18-10215,Inner Shelf,34.10112,-119.1507,1,Invertebrate,Tochuina gigantea,less than 0.1
B18-10215,Inner Shelf,34.10112,-119.1507,1,Invertebrate,Crangon nigromaculata,less than 0.1
B18-10218,Inner Shelf,34.02313333,-118.5934167,1,Invertebrate,Apatia pricei,less than 0.1
B18-10218,Inner Shelf,34.02313333,-118.5934167,1,Invertebrate,Armina californica,less than 0.1
B18-10218,Inner Shelf,34.02313333,-118.5934167,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10218,Inner Shelf,34.02313333,-118.5934167,1,Invertebrate,Astropecten sp,less than 0.1
B18-10218,Inner Shelf,34.02313333,-118.5934167,1,Invertebrate,Bugula neritina Type D,less than 0.1
B18-10218,Inner Shelf,34.02313333,-118.5934167,1,Invertebrate,Celleporina robertsoniae,less than 0.1
B18-10218,Inner Shelf,34.02313333,-118.5934167,1,Invertebrate,Cymothoidae,less than 0.1
B18-10218,Inner Shelf,34.02313333,-118.5934167,1,Invertebrate,Dendronotus iris,less than 0.1
B18-10218,Inner Shelf,34.02313333,-118.5934167,1,Invertebrate,Dendronotus venustus,less than 0.1
B18-10218,Inner Shelf,34.02313333,-118.5934167,1,Invertebrate,Hamatoscalpellum californicum,less than 0.1
B18-10218,Inner Shelf,34.02313333,-118.5934167,1,Invertebrate,Ophiothrix spiculata,less than 0.1
B18-10218,Inner Shelf,34.02313333,-118.5934167,1,Invertebrate,Philine auriformis,less than 0.1
B18-10218,Inner Shelf,34.02313333,-118.5934167,1,Invertebrate,Plumularia sp,less than 0.1
B18-10218,Inner Shelf,34.02313333,-118.5934167,1,Invertebrate,Sicyonia penicillata,less than 0.1
B18-10218,Inner Shelf,34.02313333,-118.5934167,1,Invertebrate,Thalamoporella californica,less than 0.1
B18-10219,Inner Shelf,33.96228333,-118.4767333,1,Invertebrate,Aglaja ocelligera,less than 0.1
B18-10219,Inner Shelf,33.96228333,-118.4767333,1,Invertebrate,Aglaophenia sp,less than 0.1
B18-10219,Inner Shelf,33.96228333,-118.4767333,1,Invertebrate,Amathia distans,less than 0.1
B18-10219,Inner Shelf,33.96228333,-118.4767333,1,Invertebrate,Astropecten armatus,less than 0.1
B18-10219,Inner Shelf,33.96228333,-118.4767333,1,Invertebrate,Cymothoidae,less than 0.1
B18-10219,Inner Shelf,33.96228333,-118.4767333,1,Invertebrate,Flabellinopsis iodinea,less than 0.1
B18-10219,Inner Shelf,33.96228333,-118.4767333,1,Invertebrate,Hermissenda opalescens,less than 0.1
B18-10219,Inner Shelf,33.96228333,-118.4767333,1,Invertebrate,Jellyella tuberculata,less than 0.1
B18-10219,Inner Shelf,33.96228333,-118.4767333,1,Invertebrate,Philine auriformis,less than 0.1
B18-10219,Inner Shelf,33.96228333,-118.4767333,1,Invertebrate,Plumularia sp,less than 0.1
B18-10219,Inner Shelf,33.96228333,-118.4767333,1,Invertebrate,Randallia ornata,less than 0.1
B18-10219,Inner Shelf,33.96228333,-118.4767333,1,Invertebrate,Sicyonia penicillata,less than 0.1
B18-10219,Inner Shelf,33.96228333,-118.4767333,1,Invertebrate,Thalamoporella californica,less than 0.1
B18-10220,Inner Shelf,33.73345184,-118.1221237,1,Invertebrate,Cymothoidae,less than 0.1
B18-10220,Inner Shelf,33.73345184,-118.1221237,1,Invertebrate,Astropecten armatus,less than 0.1
B18-10220,Inner Shelf,33.73345184,-118.1221237,1,Invertebrate,Pyromaia tuberculata,less than 0.1
B18-10220,Inner Shelf,33.73345184,-118.1221237,1,Invertebrate,Bulla gouldiana,less than 0.1
B18-10220,Inner Shelf,33.73345184,-118.1221237,1,Invertebrate,Farfantepenaeus californiensis,less than 0.1
B18-10221,Inner Shelf,34.07996,-119.0598,1,Invertebrate,Sicyonia penicillata,less than 0.1
B18-10221,Inner Shelf,34.07996,-119.0598,1,Invertebrate,Portunus xantusii,0.1
B18-10221,Inner Shelf,34.07996,-119.0598,1,Invertebrate,Crangon nigromaculata,less than 0.1
B18-10222,Inner Shelf,33.71036911,-118.2216797,1,Invertebrate,Cymothoidae,less than 0.1
B18-10222,Inner Shelf,33.71036911,-118.2216797,1,Invertebrate,Portunus xantusii,0.3
B18-10222,Inner Shelf,33.71036911,-118.2216797,1,Invertebrate,Metacarcinus gracilis,0.3
B18-10222,Inner Shelf,33.71036911,-118.2216797,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10222,Inner Shelf,33.71036911,-118.2216797,1,Invertebrate,Loxorhynchus crispatus,0.3
B18-10222,Inner Shelf,33.71036911,-118.2216797,1,Invertebrate,Crangon nigromaculata,less than 0.1
B18-10222,Inner Shelf,33.71036911,-118.2216797,1,Invertebrate,Latulambrus occidentalis,less than 0.1
B18-10222,Inner Shelf,33.71036911,-118.2216797,1,Invertebrate,Pagurus spilocarpus,less than 0.1
B18-10222,Inner Shelf,33.71036911,-118.2216797,1,Invertebrate,Astropecten sp,less than 0.1
B18-10222,Inner Shelf,33.71036911,-118.2216797,1,Invertebrate,Stylatula elongata,less than 0.1
B18-10222,Inner Shelf,33.71036911,-118.2216797,1,Invertebrate,Pyromaia tuberculata,less than 0.1
B18-10223,Inner Shelf,33.70500946,-118.1920471,1,Invertebrate,Astropecten armatus,less than 0.1
B18-10223,Inner Shelf,33.70500946,-118.1920471,1,Invertebrate,Crangon nigromaculata,less than 0.1
B18-10223,Inner Shelf,33.70500946,-118.1920471,1,Invertebrate,Randallia ornata,less than 0.1
B18-10223,Inner Shelf,33.70500946,-118.1920471,1,Invertebrate,Metacarcinus gracilis,0.1
B18-10223,Inner Shelf,33.70500946,-118.1920471,1,Invertebrate,Cymothoidae,less than 0.1
B18-10223,Inner Shelf,33.70500946,-118.1920471,1,Invertebrate,Sicyonia penicillata,1.6
B18-10224,Inner Shelf,33.6952,-118.29596,1,Invertebrate,Luidia armata,less than 0.1
B18-10224,Inner Shelf,33.6952,-118.29596,1,Invertebrate,Kelletia kelletii,0.8
B18-10224,Inner Shelf,33.6952,-118.29596,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10224,Inner Shelf,33.6952,-118.29596,1,Invertebrate,Lytechinus pictus,less than 0.1
B18-10224,Inner Shelf,33.6952,-118.29596,1,Invertebrate,Philine auriformis,less than 0.1
B18-10224,Inner Shelf,33.6952,-118.29596,1,Invertebrate,Flabellinopsis iodinea,less than 0.1
B18-10224,Inner Shelf,33.6952,-118.29596,1,Invertebrate,Calliostoma tricolor,less than 0.1
B18-10224,Inner Shelf,33.6952,-118.29596,1,Invertebrate,Chlorostoma aureotincta,less than 0.1
B18-10224,Inner Shelf,33.6952,-118.29596,1,Invertebrate,Thesea sp B,less than 0.1
B18-10224,Inner Shelf,33.6952,-118.29596,1,Invertebrate,Lamellaria diegoensis,less than 0.1
B18-10224,Inner Shelf,33.6952,-118.29596,1,Invertebrate,Acanthodoris brunnea,less than 0.1
B18-10224,Inner Shelf,33.6952,-118.29596,1,Invertebrate,Cymothoidae,less than 0.1
B18-10224,Inner Shelf,33.6952,-118.29596,1,Invertebrate,Pleurobranchaea californica,less than 0.1
B18-10224,Inner Shelf,33.6952,-118.29596,1,Invertebrate,Sicyonia penicillata,0.1
B18-10224,Inner Shelf,33.6952,-118.29596,1,Invertebrate,Ericerodes hemphillii,less than 0.1
B18-10224,Inner Shelf,33.6952,-118.29596,1,Invertebrate,Ophiothrix spiculata,less than 0.1
B18-10225,Inner Shelf,33.65961838,-118.1306763,1,Invertebrate,Astropecten armatus,less than 0.1
B18-10225,Inner Shelf,33.65961838,-118.1306763,1,Invertebrate,Randallia ornata,less than 0.1
B18-10225,Inner Shelf,33.65961838,-118.1306763,1,Invertebrate,Hamatoscalpellum californicum,less than 0.1
B18-10225,Inner Shelf,33.65961838,-118.1306763,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10225,Inner Shelf,33.65961838,-118.1306763,1,Invertebrate,Astropecten sp,less than 0.1
B18-10225,Inner Shelf,33.65961838,-118.1306763,1,Invertebrate,Armina californica,less than 0.1
B18-10225,Inner Shelf,33.65961838,-118.1306763,1,Invertebrate,Pleurobranchaea californica,less than 0.1
B18-10225,Inner Shelf,33.65961838,-118.1306763,1,Invertebrate,Pyromaia tuberculata,less than 0.1
B18-10225,Inner Shelf,33.65961838,-118.1306763,1,Invertebrate,Melanochlamys diomedea,less than 0.1
B18-10225,Inner Shelf,33.65961838,-118.1306763,1,Invertebrate,Ophiothrix spiculata,less than 0.1
B18-10225,Inner Shelf,33.65961838,-118.1306763,1,Invertebrate,Cymothoidae,less than 0.1
B18-10225,Inner Shelf,33.65961838,-118.1306763,1,Invertebrate,Stylatula elongata,less than 0.1
B18-10226,Inner Shelf,33.64360046,-118.0789719,1,Invertebrate,Hamatoscalpellum californicum,less than 0.1
B18-10226,Inner Shelf,33.64360046,-118.0789719,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10226,Inner Shelf,33.64360046,-118.0789719,1,Invertebrate,Luidia sp,less than 0.1
B18-10226,Inner Shelf,33.64360046,-118.0789719,1,Invertebrate,Cymothoidae,less than 0.1
B18-10226,Inner Shelf,33.64360046,-118.0789719,1,Invertebrate,Luidia armata,less than 0.1
B18-10226,Inner Shelf,33.64360046,-118.0789719,1,Invertebrate,Paguristes bakeri,less than 0.1
B18-10226,Inner Shelf,33.64360046,-118.0789719,1,Invertebrate,Philine auriformis,less than 0.1
B18-10227,Inner Shelf,33.62779999,-117.9871292,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10227,Inner Shelf,33.62779999,-117.9871292,1,Invertebrate,Crangon nigromaculata,less than 0.1
B18-10227,Inner Shelf,33.62779999,-117.9871292,1,Invertebrate,Sicyonia penicillata,0.4
B18-10227,Inner Shelf,33.62779999,-117.9871292,1,Invertebrate,Flabellinopsis iodinea,less than 0.1
B18-10227,Inner Shelf,33.62779999,-117.9871292,1,Invertebrate,Portunus xantusii,less than 0.1
B18-10228,Inner Shelf,33.61865997,-118.0413437,2,Invertebrate,Stylatula elongata,less than 0.1
B18-10228,Inner Shelf,33.61865997,-118.0413437,2,Invertebrate,Lytechinus pictus,less than 0.1
B18-10228,Inner Shelf,33.61865997,-118.0413437,2,Invertebrate,Dendraster terminalis,less than 0.1
B18-10228,Inner Shelf,33.61865997,-118.0413437,2,Invertebrate,Astropecten californicus,less than 0.1
B18-10228,Inner Shelf,33.61865997,-118.0413437,2,Invertebrate,Cymothoidae,less than 0.1
B18-10228,Inner Shelf,33.61865997,-118.0413437,2,Invertebrate,Astropecten sp,less than 0.1
B18-10228,Inner Shelf,33.61865997,-118.0413437,2,Invertebrate,Luidia armata,less than 0.1
B18-10228,Inner Shelf,33.61865997,-118.0413437,2,Invertebrate,Philine auriformis,less than 0.1
B18-10228,Inner Shelf,33.61865997,-118.0413437,2,Invertebrate,Heterogorgia tortuosa,less than 0.1
B18-10230,Inner Shelf,33.43032074,-117.6580734,NA,Invertebrate,NA,NA
B18-10231,Inner Shelf,33.30713,-117.5233,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10231,Inner Shelf,33.30713,-117.5233,1,Invertebrate,Thesea sp B,less than 0.1
B18-10231,Inner Shelf,33.30713,-117.5233,1,Invertebrate,Crangon nigromaculata,less than 0.1
B18-10231,Inner Shelf,33.30713,-117.5233,1,Invertebrate,Sicyonia penicillata,less than 0.1
B18-10231,Inner Shelf,33.30713,-117.5233,1,Invertebrate,Farfantepenaeus californiensis,less than 0.1
B18-10231,Inner Shelf,33.30713,-117.5233,1,Invertebrate,Metacarcinus gracilis,less than 0.1
B18-10231,Inner Shelf,33.30713,-117.5233,1,Invertebrate,Cymothoidae,less than 0.1
B18-10231,Inner Shelf,33.30713,-117.5233,1,Invertebrate,Portunus xantusii,less than 0.1
B18-10237,Inner Shelf,32.65979,-117.1684,1,Invertebrate,Dendraster excentricus,1
B18-10237,Inner Shelf,32.65979,-117.1684,1,Invertebrate,Dendraster excentricus,Aliquot 3
B18-10237,Inner Shelf,32.65979,-117.1684,1,Invertebrate,Renilla koellikeri,less than 0.1
B18-10237,Inner Shelf,32.65979,-117.1684,1,Invertebrate,Crangon nigromaculata,less than 0.1
B18-10237,Inner Shelf,32.65979,-117.1684,1,Invertebrate,Farfantepenaeus californiensis,0.1
B18-10237,Inner Shelf,32.65979,-117.1684,1,Invertebrate,Metacarcinus anthonyi,0.4
B18-10237,Inner Shelf,32.65979,-117.1684,1,Invertebrate,Cymothoidae,less than 0.1
B18-10237,Inner Shelf,32.65979,-117.1684,1,Invertebrate,Portunus xantusii,less than 0.1
B18-10237,Inner Shelf,32.65979,-117.1684,1,Invertebrate,Panulirus interruptus,0.1
B18-10237,Inner Shelf,32.65979,-117.1684,1,Invertebrate,Calliostoma tricolor,less than 0.1
B18-10237,Inner Shelf,32.65979,-117.1684,1,Invertebrate,Acanthodoris sp,less than 0.1
B18-10237,Inner Shelf,32.65979,-117.1684,1,Invertebrate,Nudibranchia,less than 0.1
B18-10241,Mid Shelf,34.43576,-120.23716,1,Invertebrate,Sicyonia ingentis,1.7
B18-10241,Mid Shelf,34.43576,-120.23716,1,Invertebrate,Pleuroncodes planipes,0.3
B18-10241,Mid Shelf,34.43576,-120.23716,1,Invertebrate,Pleurobranchaea californica,less than 0.1
B18-10241,Mid Shelf,34.43576,-120.23716,1,Invertebrate,Rossia pacifica,less than 0.1
B18-10241,Mid Shelf,34.43576,-120.23716,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10241,Mid Shelf,34.43576,-120.23716,1,Invertebrate,Luidia foliolata,less than 0.1
B18-10241,Mid Shelf,34.43576,-120.23716,1,Invertebrate,Ophiura luetkenii,less than 0.1
B18-10241,Mid Shelf,34.43576,-120.23716,1,Invertebrate,Amphichondrius granulatus,less than 0.1
B18-10241,Mid Shelf,34.43576,-120.23716,1,Invertebrate,Philine auriformis,less than 0.1
B18-10241,Mid Shelf,34.43576,-120.23716,1,Invertebrate,Acanthoptilum sp,less than 0.1
B18-10241,Mid Shelf,34.43576,-120.23716,1,Invertebrate,Metacrangon spinosissima,less than 0.1
B18-10241,Mid Shelf,34.43576,-120.23716,1,Invertebrate,Chorilia longipes,less than 0.1
B18-10242,Mid Shelf,34.42325,-120.05743,1,Invertebrate,Apostichopus californicus,0.5
B18-10242,Mid Shelf,34.42325,-120.05743,1,Invertebrate,Sicyonia ingentis,0.9
B18-10242,Mid Shelf,34.42325,-120.05743,1,Invertebrate,Acanthoptilum sp,less than 0.1
B18-10242,Mid Shelf,34.42325,-120.05743,1,Invertebrate,Pleurobranchaea californica,0.1
B18-10242,Mid Shelf,34.42325,-120.05743,1,Invertebrate,Octopus rubescens,less than 0.1
B18-10242,Mid Shelf,34.42325,-120.05743,1,Invertebrate,Strongylocentrotus fragilis,less than 0.1
B18-10242,Mid Shelf,34.42325,-120.05743,1,Invertebrate,Cymothoidae,less than 0.1
B18-10242,Mid Shelf,34.42325,-120.05743,1,Invertebrate,Ophiura luetkenii,less than 0.1
B18-10242,Mid Shelf,34.42325,-120.05743,1,Invertebrate,Amphiodia urtica,less than 0.1
B18-10242,Mid Shelf,34.42325,-120.05743,1,Invertebrate,Hamatoscalpellum californicum,less than 0.1
B18-10243,Mid Shelf,34.40102,-119.83283,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10243,Mid Shelf,34.40102,-119.83283,1,Invertebrate,Sicyonia penicillata,less than 0.1
B18-10243,Mid Shelf,34.40102,-119.83283,1,Invertebrate,Octopus rubescens,less than 0.1
B18-10243,Mid Shelf,34.40102,-119.83283,1,Invertebrate,Californiconus californicus,less than 0.1
B18-10243,Mid Shelf,34.40102,-119.83283,1,Invertebrate,Coryrhynchus lobifrons,less than 0.1
B18-10243,Mid Shelf,34.40102,-119.83283,1,Invertebrate,Ericerodes hemphillii,less than 0.1
B18-10243,Mid Shelf,34.40102,-119.83283,1,Invertebrate,Ophiothrix spiculata,less than 0.1
B18-10244,Mid Shelf,34.3591,-119.82501,1,Invertebrate,Apostichopus californicus,0.3
B18-10244,Mid Shelf,34.3591,-119.82501,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10244,Mid Shelf,34.3591,-119.82501,1,Invertebrate,Sicyonia ingentis,less than 0.1
B18-10244,Mid Shelf,34.3591,-119.82501,1,Invertebrate,Acanthoptilum sp,less than 0.1
B18-10244,Mid Shelf,34.3591,-119.82501,1,Invertebrate,Coryrhynchus lobifrons,less than 0.1
B18-10244,Mid Shelf,34.3591,-119.82501,1,Invertebrate,Paguristes turgidus,less than 0.1
B18-10244,Mid Shelf,34.3591,-119.82501,1,Invertebrate,Araiofusus araios,less than 0.1
B18-10244,Mid Shelf,34.3591,-119.82501,1,Invertebrate,Lytechinus pictus,less than 0.1
B18-10245,Mid Shelf,34.3576,-119.67377,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10245,Mid Shelf,34.3576,-119.67377,1,Invertebrate,Ophiura luetkenii,less than 0.1
B18-10245,Mid Shelf,34.3576,-119.67377,1,Invertebrate,Coryrhynchus lobifrons,less than 0.1
B18-10245,Mid Shelf,34.3576,-119.67377,1,Invertebrate,Apostichopus californicus,0.7
B18-10245,Mid Shelf,34.3576,-119.67377,1,Invertebrate,Sicyonia ingentis,less than 0.1
B18-10245,Mid Shelf,34.3576,-119.67377,1,Invertebrate,Lytechinus pictus,less than 0.1
B18-10245,Mid Shelf,34.3576,-119.67377,1,Invertebrate,Luidia asthenosoma,less than 0.1
B18-10245,Mid Shelf,34.3576,-119.67377,1,Invertebrate,Ophiothrix spiculata,less than 0.1
B18-10245,Mid Shelf,34.3576,-119.67377,1,Invertebrate,Crangon alaskensis,less than 0.1
B18-10245,Mid Shelf,34.3576,-119.67377,1,Invertebrate,Tochuina gigantea,less than 0.1
B18-10246,Mid Shelf,34.3441,-119.56253,1,Invertebrate,Octopus rubescens,0.1
B18-10246,Mid Shelf,34.3441,-119.56253,1,Invertebrate,Astropecten californicus,less than 0.1
B18-10246,Mid Shelf,34.3441,-119.56253,1,Invertebrate,Apostichopus californicus,0.3
B18-10246,Mid Shelf,34.3441,-119.56253,1,Invertebrate,Sicyonia ingentis,less than 0.1
B18-10246,Mid Shelf,34.3441,-119.56253,1,Invertebrate,Crangon alaskensis,less than 0.1
B18-10246,Mid Shelf,34.3441,-119.56253,1,Invertebrate,Doryteuthis opalescens,less than 0.1
B18-10246,Mid Shelf,34.3441,-119.56253,1,Invertebrate,Crangon nigromaculata,less than 0.1
B18-10246,Mid Shelf,34.3441,-119.56253,1,Invertebrate,Armina californica,less than 0.1
B18-10246,Mid Shelf,34.3441,-119.56253,1,Invertebrate,Ophiothrix spiculata,less than 0.1
B18-10246,Mid Shelf,34.3441,-119.56253,1,Invertebrate,Sicyonia penicillata,less than 0.1
B18-10246,Mid Shelf,34.3441,-119.56253,1,Invertebrate,Pleurobranchaea californica,less than 0.1
B18-10247,Mid Shelf,34.31191,-119.54771,1,Invertebrate,Octopus rubescens,less than 0.1
B18-10247,Mid Shelf,34.31191,-119.54771,1,Invertebrate,Pleurobranchaea californica,0.2
B18-10247,Mid Shelf,34.31191,-119.54771,1,Invertebrate,Astropecten armatus,less than 0.1
B18-10247,Mid Shelf,34.31191,-119.54771,1,Invertebrate,Sicyonia ingentis,0.8
B18-10247,Mid Shelf,34.31191,-119.54771,1,Invertebrate,Rossia pacifica,less than 0.1
B18-10247,Mid Shelf,34.31191,-119.54771,1,Invertebrate,Ophiura luetkenii,less than 0.1
B18-10247,Mid Shelf,34.31191,-119.54771,1,Invertebrate,Armina californica,less than 0.1
B18-10247,Mid Shelf,34.31191,-119.54771,1,Invertebrate,Pinnixa occidentalis Cmplx,less than 0.1
B18-10247,Mid Shelf,34.31191,-119.54771,1,Invertebrate,Crangon alaskensis,less than 0.1
B18-10247,Mid Shelf,34.31191,-119.54771,1,Invertebrate,Megasurcula carpenteriana,less than 0.1
