objectid,stationid,sampledate,overlatitude,overlongitude,startlatitude,startlongitude,endlatitude,endlongitude,startdepth_in_meters,enddepth,decklatitude,decklongitude,trawlfail,ptsensor,onbottomtemp,comments,overtime,starttime,endtime,decktime,onbottomtime,trawloverdistance,trawldeckdistance,trawldistance,trawlovertime,trawldecktime,trawltimetobottom,trawltime,trawldistancetonominaltarget,wireout
2061,B18-10016,7/13/2018 0:00,32.78407,-117.24052,32.78515,-117.24088,32.78573,-117.24117,3.4,3.5,32.78777,-117.24119,None,Yes,22.6,"Mission Bay West. For additional fish. Unknown entanglement on a rock so stopped trawl early, but net was recovered with fish and net was not torn. ",12:57:00,12:59:00,13:01:00,13:03:00,0:01:50,124.7169457,226.8453468,69.9591989,2,2,10.39307881,2,46.11512412,12
2062,B18-10037,7/24/2018 0:00,32.64956,-117.10979,32.6487,-117.11269,32.64747,-117.11847,10.7,11.2,32.647,-117.11985,None,Yes,26.5,South SD Bay. Sweetwater Channel. ,13:01:00,13:05:00,13:16:00,13:19:00,0:09:40,287.8606057,139.3746529,558.1747145,4,3,7.19651514,11,63.00629311,40
2063,B18-10039,7/24/2018 0:00,32.64361,-117.13971,32.64269,-117.13912,32.64048,-117.13709,4.7,4.6,32.64061,-117.13699,None,Yes,26.2,South SD Bay. SW Corner. Silver Strand.,10:58:00,11:00:00,11:07:00,11:08:00,0:07:30,116.2621397,17.22284349,310.6718136,2,1,5.81310698,7,76.5788908,20
2064,B18-10036,7/24/2018 0:00,32.65807,-117.14705,32.65835,-117.14522,32.66088,-117.13961,4.9,4.9,32.66126,-117.13945,None,Yes,25.7,Central SD Bay / Silver Strand west side.,9:50:00,9:51:00,10:02:00,10:04:00,0:11:00,174.1225689,44.83037371,595.7778973,1,2,10.88266056,11,45.72164075,16
2065,B18-10034,7/24/2018 0:00,32.66425,-117.15208,32.66512,-117.15005,32.66725,-117.14429,4.6,4.7,32.66741,-117.14401,None,Yes,25.4,Central SD Bay / Silver Strand west side.,7:11:00,7:14:00,7:24:00,7:26:00,0:11:30,213.2330271,31.67767701,588.9038937,3,2,13.3270642,10,2.7611837,16
2066,B18-10024,7/23/2018 0:00,32.7166,-117.18573,32.7157,-117.18456,32.71294,-117.17915,11.6,11.8,32.71274,-117.17874,None,Yes,19.3,North SD Bay. ,13:21:00,13:22:00,13:32:00,13:35:00,0:10:20,148.3117862,44.33935788,591.9171598,1,3,3.531233,10,10.20054345,42
2067,B18-10022,7/23/2018 0:00,32.72475,-117.18271,32.72271,-117.18377,32.71821,-117.18581,11.6,12.2,32.71795,-117.18585,None,Yes,18.8,Inadequate lead-up distance (blocked by shore & pier) for trawl to hit bottom before outside of 100m radius. Actual net trailing behind may have been within 100 m circle when net started trawl.,10:06:00,10:12:00,10:22:00,10:25:00,0:09:00,247.5640636,29.15178428,535.5354351,6,3,5.89438247,10,175.9224576,42
2068,B18-10023,7/23/2018 0:00,32.7168,-117.21805,32.71718,-117.2158,32.71901,-117.21017,14.9,16.4,32.7192,-117.20982,None,Yes,16.5,North SD Bay. ,9:10:00,8:54:00,9:03:00,9:06:00,0:10:30,214.6953735,38.96755738,564.6431101,16,3,3.57825623,9,32.85663133,60
2069,B18-10042,7/25/2018 0:00,32.62524,-117.11052,32.62567,-117.11086,32.63068,-117.11366,3,3,32.63102,-117.11394,None,Yes,26.5,South SD Bay. Near Chula Vista Marina,8:38:00,8:40:00,8:50:00,8:53:00,0:10:30,57.44574024,46.00895998,615.711239,2,3,3.19143001,10,51.39326499,18
2070,B18-10071,7/11/2018 0:00,33.2082,-117.39555,33.20807,-117.39694,33.20762,-117.40073,7.3,7.4,33.20744,-117.40166,None,Yes,22.91,Oceanside Harbor. Traveling east to west. 6 minute trawl to meet the 5 minute minimum but ran out of distance / room in Oceanside.,6:41:00,6:43:00,6:49:00,6:52:00,0:05:10,130.1244368,88.80830518,356.1376454,2,3,4.64730131,6,1.36998769,28
